 Time (days),soilR,soilR1,soilR2,CSR(1),CSR(2),CSR(3),CSR(4),CSR(5)
3.92,5635.5820312,Inf,Inf,28.0686111,28.0686111,28.0686111,28.0686111,28.0686111
3.93,5635.5820312,Inf,Inf,28.0686111,28.0686111,28.0686111,28.0686111,28.0686111
3.94,5635.5820312,Inf,Inf,28.0686111,28.0686111,28.0686111,28.0686111,28.0686111
3.95,5635.5820312,Inf,Inf,28.0686150,28.0686150,28.0686150,28.0686150,28.0686150
3.96,5635.5820312,Inf,Inf,28.0686150,28.0686150,28.0686150,28.0686150,28.0686150
3.97,5635.5820312,Inf,Inf,28.0686150,28.0686150,28.0686150,28.0686150,28.0686150
3.98,5635.5820312,Inf,Inf,28.0686150,28.0686150,28.0686150,28.0686150,28.0686150
3.99,5635.5820312,Inf,Inf,28.0686150,28.0686150,28.0686150,28.0686150,28.0686150
4.00,5635.5820312,Inf,Inf,28.0686150,28.0686150,28.0686150,28.0686150,28.0686150
4.01,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.02,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.03,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.04,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.05,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.06,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.07,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.08,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.09,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.10,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.11,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.12,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.14,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.15,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.16,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.17,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.18,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.19,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.20,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.21,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.22,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.23,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.24,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.25,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.26,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.27,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.28,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.29,5637.1904297,Inf,Inf,28.0766315,28.0766315,28.0766315,28.0766315,28.0766315
4.30,5637.1904297,Inf,Inf,28.0766315,28.0766315,28.0766315,28.0766315,28.0766315
4.31,5637.1904297,Inf,Inf,28.0766315,28.0766315,28.0766315,28.0766315,28.0766315
4.32,5637.1904297,Inf,Inf,28.0766296,28.0766296,28.0766296,28.0766296,28.0766296
4.33,5637.1904297,Inf,Inf,28.0766258,28.0766258,28.0766258,28.0766258,28.0766258
4.34,5637.1904297,Inf,Inf,28.0766239,28.0766239,28.0766239,28.0766239,28.0766239
4.35,5637.1904297,Inf,Inf,28.0766373,28.0766373,28.0766373,28.0766373,28.0766373
4.36,5637.1904297,Inf,Inf,28.0766563,28.0766563,28.0766563,28.0766563,28.0766563
4.38,5637.1904297,Inf,Inf,28.0766678,28.0766678,28.0766678,28.0766678,28.0766678
4.39,5637.1904297,Inf,Inf,28.0766945,28.0766945,28.0766945,28.0766945,28.0766945
4.40,5637.1904297,Inf,Inf,28.0767231,28.0767231,28.0767231,28.0767231,28.0767231
4.41,5637.1904297,Inf,Inf,28.0767555,28.0767555,28.0767555,28.0767555,28.0767555
4.42,5637.1904297,Inf,Inf,28.0767994,28.0767994,28.0767994,28.0767994,28.0767994
4.43,5637.1904297,Inf,Inf,28.0768414,28.0768414,28.0768414,28.0768414,28.0768414
4.44,5637.1904297,Inf,Inf,28.0768986,28.0768986,28.0768986,28.0768986,28.0768986
4.45,5637.1904297,Inf,Inf,28.0769520,28.0769520,28.0769520,28.0769520,28.0769520
4.46,5637.1904297,Inf,Inf,28.0770016,28.0770016,28.0770016,28.0770016,28.0770016
4.47,5637.1904297,Inf,Inf,28.0770454,28.0770454,28.0770454,28.0770454,28.0770454
4.48,5637.1904297,Inf,Inf,28.0770817,28.0770817,28.0770817,28.0770817,28.0770817
4.49,5637.1904297,Inf,Inf,28.0771103,28.0771103,28.0771103,28.0771103,28.0771103
4.50,5637.1904297,Inf,Inf,28.0771484,28.0771484,28.0771484,28.0771484,28.0771484
4.51,5637.1909180,Inf,Inf,28.0771904,28.0771904,28.0771904,28.0771904,28.0771904
4.52,5637.1909180,Inf,Inf,28.0772419,28.0772419,28.0772419,28.0772419,28.0772419
4.53,5637.1914062,Inf,Inf,28.0773010,28.0773010,28.0773010,28.0773010,28.0773010
4.54,5637.1914062,Inf,Inf,28.0773754,28.0773754,28.0773754,28.0773754,28.0773754
4.55,5637.1914062,Inf,Inf,28.0774651,28.0774651,28.0774651,28.0774651,28.0774651
4.56,5637.1914062,Inf,Inf,28.0775661,28.0775661,28.0775661,28.0775661,28.0775661
4.57,5637.1914062,Inf,Inf,28.0776539,28.0776539,28.0776539,28.0776539,28.0776539
4.58,5637.1914062,Inf,Inf,28.0777245,28.0777245,28.0777245,28.0777245,28.0777245
4.59,5637.1914062,Inf,Inf,28.0777969,28.0777969,28.0777969,28.0777969,28.0777969
4.60,5637.1914062,Inf,Inf,28.0778828,28.0778828,28.0778828,28.0778828,28.0778828
4.61,5637.1914062,Inf,Inf,28.0779533,28.0779533,28.0779533,28.0779533,28.0779533
4.62,5637.1914062,Inf,Inf,28.0780296,28.0780296,28.0780296,28.0780296,28.0780296
4.64,5637.1914062,Inf,Inf,28.0780888,28.0780888,28.0780888,28.0780888,28.0780888
4.65,5637.1914062,Inf,Inf,28.0781326,28.0781326,28.0781326,28.0781326,28.0781326
4.66,5637.1914062,Inf,Inf,28.0781651,28.0781651,28.0781651,28.0781651,28.0781651
4.67,5637.1914062,Inf,Inf,28.0781994,28.0781994,28.0781994,28.0781994,28.0781994
4.68,5637.1914062,Inf,Inf,28.0782413,28.0782413,28.0782413,28.0782413,28.0782413
4.69,5637.1914062,Inf,Inf,28.0782833,28.0782833,28.0782833,28.0782833,28.0782833
4.70,5637.1914062,Inf,Inf,28.0783176,28.0783176,28.0783176,28.0783176,28.0783176
4.71,5637.1914062,Inf,Inf,28.0783501,28.0783501,28.0783501,28.0783501,28.0783501
4.72,5637.1914062,Inf,Inf,28.0783825,28.0783825,28.0783825,28.0783825,28.0783825
4.73,5637.1918945,Inf,Inf,28.0784092,28.0784092,28.0784092,28.0784092,28.0784092
4.74,5637.1918945,Inf,Inf,28.0784321,28.0784321,28.0784321,28.0784321,28.0784321
4.75,5637.1918945,Inf,Inf,28.0784645,28.0784645,28.0784645,28.0784645,28.0784645
4.76,5637.1918945,Inf,Inf,28.0784988,28.0784988,28.0784988,28.0784988,28.0784988
4.77,5637.1918945,Inf,Inf,28.0785294,28.0785294,28.0785294,28.0785294,28.0785294
4.78,5637.1918945,Inf,Inf,28.0785561,28.0785561,28.0785561,28.0785561,28.0785561
4.79,5637.1918945,Inf,Inf,28.0785885,28.0785885,28.0785885,28.0785885,28.0785885
4.80,5637.1918945,Inf,Inf,28.0786152,28.0786152,28.0786152,28.0786152,28.0786152
4.81,5637.1918945,Inf,Inf,28.0786381,28.0786381,28.0786381,28.0786381,28.0786381
4.82,5637.1923828,Inf,Inf,28.0786648,28.0786648,28.0786648,28.0786648,28.0786648
4.83,5637.1923828,Inf,Inf,28.0786915,28.0786915,28.0786915,28.0786915,28.0786915
4.84,5637.1923828,Inf,Inf,28.0787106,28.0787106,28.0787106,28.0787106,28.0787106
4.85,5637.1923828,Inf,Inf,28.0787315,28.0787315,28.0787315,28.0787315,28.0787315
4.86,5637.1923828,Inf,Inf,28.0787487,28.0787487,28.0787487,28.0787487,28.0787487
4.88,5637.1923828,Inf,Inf,28.0787678,28.0787678,28.0787678,28.0787678,28.0787678
4.89,5637.1923828,Inf,Inf,28.0787811,28.0787811,28.0787811,28.0787811,28.0787811
4.90,5637.1923828,Inf,Inf,28.0788021,28.0788021,28.0788021,28.0788021,28.0788021
4.91,5637.1923828,Inf,Inf,28.0788136,28.0788136,28.0788136,28.0788136,28.0788136
4.92,5637.1923828,Inf,Inf,28.0788250,28.0788250,28.0788250,28.0788250,28.0788250
4.93,5637.1923828,Inf,Inf,28.0788326,28.0788326,28.0788326,28.0788326,28.0788326
4.94,5637.1923828,Inf,Inf,28.0788403,28.0788403,28.0788403,28.0788403,28.0788403
4.95,5637.1923828,Inf,Inf,28.0788403,28.0788403,28.0788403,28.0788403,28.0788403
4.96,5637.1923828,Inf,Inf,28.0788345,28.0788345,28.0788345,28.0788345,28.0788345
4.97,5637.1923828,Inf,Inf,28.0788383,28.0788383,28.0788383,28.0788383,28.0788383
4.98,5637.1923828,Inf,Inf,28.0788441,28.0788441,28.0788441,28.0788441,28.0788441
4.99,5637.1923828,Inf,Inf,28.0788441,28.0788441,28.0788441,28.0788441,28.0788441
5.00,5637.1923828,Inf,Inf,28.0788460,28.0788460,28.0788460,28.0788460,28.0788460
5.01,5643.6357422,Inf,Inf,28.1109505,28.1109505,28.1109505,28.1109505,28.1109505
5.02,5643.6357422,Inf,Inf,28.1109600,28.1109600,28.1109600,28.1109600,28.1109600
5.03,5643.6357422,Inf,Inf,28.1109715,28.1109715,28.1109715,28.1109715,28.1109715
5.04,5643.6357422,Inf,Inf,28.1109829,28.1109829,28.1109829,28.1109829,28.1109829
5.05,5643.6357422,Inf,Inf,28.1109924,28.1109924,28.1109924,28.1109924,28.1109924
5.06,5643.6357422,Inf,Inf,28.1109982,28.1109982,28.1109982,28.1109982,28.1109982
5.07,5643.6357422,Inf,Inf,28.1110058,28.1110058,28.1110058,28.1110058,28.1110058
5.08,5643.6357422,Inf,Inf,28.1110268,28.1110268,28.1110268,28.1110268,28.1110268
5.09,5643.6357422,Inf,Inf,28.1110325,28.1110325,28.1110325,28.1110325,28.1110325
5.10,5643.6357422,Inf,Inf,28.1102676,28.1102676,28.1102676,28.1102676,28.1102676
5.11,5643.6357422,Inf,Inf,28.1102695,28.1102695,28.1102695,28.1102695,28.1102695
5.12,5643.6352539,Inf,Inf,28.1095409,28.1095409,28.1095409,28.1095409,28.1095409
5.14,5643.6347656,Inf,Inf,28.1088428,28.1088428,28.1088428,28.1088428,28.1088428
5.15,5643.6347656,Inf,Inf,28.1081772,28.1081772,28.1081772,28.1081772,28.1081772
5.16,5643.6342773,Inf,Inf,28.1075363,28.1075363,28.1075363,28.1075363,28.1075363
5.17,5643.6337891,Inf,Inf,28.1069145,28.1069145,28.1069145,28.1069145,28.1069145
5.18,5643.6337891,Inf,Inf,28.1063290,28.1063290,28.1063290,28.1063290,28.1063290
5.19,5643.6337891,Inf,Inf,28.1063080,28.1063080,28.1063080,28.1063080,28.1063080
5.20,5643.6337891,Inf,Inf,28.1062908,28.1062908,28.1062908,28.1062908,28.1062908
5.21,5643.6337891,Inf,Inf,28.1062756,28.1062756,28.1062756,28.1062756,28.1062756
5.22,5643.6337891,Inf,Inf,28.1062641,28.1062641,28.1062641,28.1062641,28.1062641
5.23,5643.6337891,Inf,Inf,28.1062565,28.1062565,28.1062565,28.1062565,28.1062565
5.24,5643.6337891,Inf,Inf,28.1062469,28.1062469,28.1062469,28.1062469,28.1062469
5.25,5643.6337891,Inf,Inf,28.1062374,28.1062374,28.1062374,28.1062374,28.1062374
5.26,5643.6337891,Inf,Inf,28.1062260,28.1062260,28.1062260,28.1062260,28.1062260
5.27,5643.6337891,Inf,Inf,28.1062202,28.1062202,28.1062202,28.1062202,28.1062202
5.28,5643.6337891,Inf,Inf,28.1062107,28.1062107,28.1062107,28.1062107,28.1062107
5.29,5643.6333008,Inf,Inf,28.1062031,28.1062031,28.1062031,28.1062031,28.1062031
5.30,5643.6333008,Inf,Inf,28.1056442,28.1056442,28.1056442,28.1056442,28.1056442
5.31,5643.6333008,Inf,Inf,28.1056309,28.1056309,28.1056309,28.1056309,28.1056309
5.32,5643.6333008,Inf,Inf,28.1056194,28.1056194,28.1056194,28.1056194,28.1056194
5.33,5643.6333008,Inf,Inf,28.1056080,28.1056080,28.1056080,28.1056080,28.1056080
5.34,5643.6333008,Inf,Inf,28.1056004,28.1056004,28.1056004,28.1056004,28.1056004
5.35,5643.6333008,Inf,Inf,28.1055927,28.1055927,28.1055927,28.1055927,28.1055927
5.36,5643.6333008,Inf,Inf,28.1055813,28.1055813,28.1055813,28.1055813,28.1055813
5.38,5643.6333008,Inf,Inf,28.1055698,28.1055698,28.1055698,28.1055698,28.1055698
5.39,5643.6333008,Inf,Inf,28.1055603,28.1055603,28.1055603,28.1055603,28.1055603
5.40,5643.6328125,Inf,Inf,28.1055527,28.1055527,28.1055527,28.1055527,28.1055527
5.41,5643.6328125,Inf,Inf,28.1055489,28.1055489,28.1055489,28.1055489,28.1055489
5.42,5643.6333008,Inf,Inf,28.1055546,28.1055546,28.1055546,28.1055546,28.1055546
5.43,5643.6333008,Inf,Inf,28.1055603,28.1055603,28.1055603,28.1055603,28.1055603
5.44,5643.6333008,Inf,Inf,28.1055679,28.1055679,28.1055679,28.1055679,28.1055679
5.45,5643.6333008,Inf,Inf,28.1055794,28.1055794,28.1055794,28.1055794,28.1055794
5.46,5643.6333008,Inf,Inf,28.1055927,28.1055927,28.1055927,28.1055927,28.1055927
5.47,5643.6333008,Inf,Inf,28.1056118,28.1056118,28.1056118,28.1056118,28.1056118
5.48,5643.6333008,Inf,Inf,28.1056252,28.1056252,28.1056252,28.1056252,28.1056252
5.49,5643.6333008,Inf,Inf,28.1056404,28.1056404,28.1056404,28.1056404,28.1056404
5.50,5643.6333008,Inf,Inf,28.1056614,28.1056614,28.1056614,28.1056614,28.1056614
5.51,5643.6333008,Inf,Inf,28.1056843,28.1056843,28.1056843,28.1056843,28.1056843
5.52,5643.6333008,Inf,Inf,28.1057148,28.1057148,28.1057148,28.1057148,28.1057148
5.53,5643.6333008,Inf,Inf,28.1057415,28.1057415,28.1057415,28.1057415,28.1057415
5.54,5643.6333008,Inf,Inf,28.1057549,28.1057549,28.1057549,28.1057549,28.1057549
5.55,5643.6333008,Inf,Inf,28.1057663,28.1057663,28.1057663,28.1057663,28.1057663
5.56,5643.6333008,Inf,Inf,28.1057968,28.1057968,28.1057968,28.1057968,28.1057968
5.57,5643.6333008,Inf,Inf,28.1058254,28.1058254,28.1058254,28.1058254,28.1058254
5.58,5643.6333008,Inf,Inf,28.1058617,28.1058617,28.1058617,28.1058617,28.1058617
5.59,5643.6333008,Inf,Inf,28.1058960,28.1058960,28.1058960,28.1058960,28.1058960
5.60,5643.6337891,Inf,Inf,28.1059227,28.1059227,28.1059227,28.1059227,28.1059227
5.61,5643.6337891,Inf,Inf,28.1059341,28.1059341,28.1059341,28.1059341,28.1059341
5.62,5643.6337891,Inf,Inf,28.1059608,28.1059608,28.1059608,28.1059608,28.1059608
5.64,5643.6337891,Inf,Inf,28.1059933,28.1059933,28.1059933,28.1059933,28.1059933
5.65,5643.6337891,Inf,Inf,28.1060200,28.1060200,28.1060200,28.1060200,28.1060200
5.66,5643.6337891,Inf,Inf,28.1060314,28.1060314,28.1060314,28.1060314,28.1060314
5.67,5643.6337891,Inf,Inf,28.1060352,28.1060352,28.1060352,28.1060352,28.1060352
5.68,5643.6337891,Inf,Inf,28.1060696,28.1060696,28.1060696,28.1060696,28.1060696
5.69,5643.6337891,Inf,Inf,28.1061020,28.1061020,28.1061020,28.1061020,28.1061020
5.70,5643.6337891,Inf,Inf,28.1061401,28.1061401,28.1061401,28.1061401,28.1061401
5.71,5643.6337891,Inf,Inf,28.1061783,28.1061783,28.1061783,28.1061783,28.1061783
5.72,5643.6337891,Inf,Inf,28.1062050,28.1062050,28.1062050,28.1062050,28.1062050
5.73,5643.6337891,Inf,Inf,28.1062374,28.1062374,28.1062374,28.1062374,28.1062374
5.74,5643.6337891,Inf,Inf,28.1062794,28.1062794,28.1062794,28.1062794,28.1062794
5.75,5643.6337891,Inf,Inf,28.1063175,28.1063175,28.1063175,28.1063175,28.1063175
5.76,5643.6337891,Inf,Inf,28.1063557,28.1063557,28.1063557,28.1063557,28.1063557
5.77,5643.6337891,Inf,Inf,28.1063919,28.1063919,28.1063919,28.1063919,28.1063919
5.78,5643.6337891,Inf,Inf,28.1064358,28.1064358,28.1064358,28.1064358,28.1064358
5.79,5643.6337891,Inf,Inf,28.1064816,28.1064816,28.1064816,28.1064816,28.1064816
5.80,5643.6342773,Inf,Inf,28.1065292,28.1065292,28.1065292,28.1065292,28.1065292
5.81,5643.6342773,Inf,Inf,28.1065769,28.1065769,28.1065769,28.1065769,28.1065769
5.82,5643.6342773,Inf,Inf,28.1066208,28.1066208,28.1066208,28.1066208,28.1066208
5.83,5643.6342773,Inf,Inf,28.1066380,28.1066380,28.1066380,28.1066380,28.1066380
5.84,5643.6342773,Inf,Inf,28.1066875,28.1066875,28.1066875,28.1066875,28.1066875
5.85,5643.6342773,Inf,Inf,28.1067238,28.1067238,28.1067238,28.1067238,28.1067238
5.86,5643.6342773,Inf,Inf,28.1067562,28.1067562,28.1067562,28.1067562,28.1067562
5.88,5643.6342773,Inf,Inf,28.1067944,28.1067944,28.1067944,28.1067944,28.1067944
5.89,5643.6347656,Inf,Inf,28.1068287,28.1068287,28.1068287,28.1068287,28.1068287
5.90,5643.6347656,Inf,Inf,28.1068764,28.1068764,28.1068764,28.1068764,28.1068764
5.91,5643.6347656,Inf,Inf,28.1069183,28.1069183,28.1069183,28.1069183,28.1069183
5.92,5643.6347656,Inf,Inf,28.1069679,28.1069679,28.1069679,28.1069679,28.1069679
5.93,5643.6347656,Inf,Inf,28.1070175,28.1070175,28.1070175,28.1070175,28.1070175
5.94,5643.6347656,Inf,Inf,28.1070709,28.1070709,28.1070709,28.1070709,28.1070709
5.95,5643.6347656,Inf,Inf,28.1071415,28.1071415,28.1071415,28.1071415,28.1071415
5.96,5643.6347656,Inf,Inf,28.1072121,28.1072121,28.1072121,28.1072121,28.1072121
5.97,5643.6347656,Inf,Inf,28.1072807,28.1072807,28.1072807,28.1072807,28.1072807
5.98,5643.6337891,Inf,Inf,28.1061668,28.1061668,28.1061668,28.1061668,28.1061668
5.99,5643.6337891,Inf,Inf,28.1051369,28.1051369,28.1051369,28.1051369,28.1051369
6.00,5643.6328125,Inf,Inf,28.1037273,28.1037273,28.1037273,28.1037273,28.1037273
6.01,5653.3251953,Inf,Inf,28.1520176,28.1520176,28.1520176,28.1520176,28.1520176
6.02,5653.3251953,Inf,Inf,28.1520348,28.1520348,28.1520348,28.1520348,28.1520348
6.03,5653.3251953,Inf,Inf,28.1520615,28.1520615,28.1520615,28.1520615,28.1520615
6.04,5653.3251953,Inf,Inf,28.1520996,28.1520996,28.1520996,28.1520996,28.1520996
6.05,5653.3251953,Inf,Inf,28.1521454,28.1521454,28.1521454,28.1521454,28.1521454
6.06,5653.3251953,Inf,Inf,28.1521797,28.1521797,28.1521797,28.1521797,28.1521797
6.07,5653.3251953,Inf,Inf,28.1522179,28.1522179,28.1522179,28.1522179,28.1522179
6.08,5653.3251953,Inf,Inf,28.1522617,28.1522617,28.1522617,28.1522617,28.1522617
6.09,5653.3251953,Inf,Inf,28.1523018,28.1523018,28.1523018,28.1523018,28.1523018
6.10,5653.3251953,Inf,Inf,28.1523399,28.1523399,28.1523399,28.1523399,28.1523399
6.11,5653.3251953,Inf,Inf,28.1523857,28.1523857,28.1523857,28.1523857,28.1523857
6.12,5653.3251953,Inf,Inf,28.1524372,28.1524372,28.1524372,28.1524372,28.1524372
6.14,5653.3251953,Inf,Inf,28.1524906,28.1524906,28.1524906,28.1524906,28.1524906
6.15,5653.3251953,Inf,Inf,28.1525440,28.1525440,28.1525440,28.1525440,28.1525440
6.16,5653.3256836,Inf,Inf,28.1526012,28.1526012,28.1526012,28.1526012,28.1526012
6.17,5653.3256836,Inf,Inf,28.1526489,28.1526489,28.1526489,28.1526489,28.1526489
6.18,5653.3256836,Inf,Inf,28.1527081,28.1527081,28.1527081,28.1527081,28.1527081
6.19,5653.3256836,Inf,Inf,28.1527672,28.1527672,28.1527672,28.1527672,28.1527672
6.20,5653.3256836,Inf,Inf,28.1528263,28.1528263,28.1528263,28.1528263,28.1528263
6.21,5653.3256836,Inf,Inf,28.1528854,28.1528854,28.1528854,28.1528854,28.1528854
6.22,5653.3256836,Inf,Inf,28.1529446,28.1529446,28.1529446,28.1529446,28.1529446
6.23,5653.3256836,Inf,Inf,28.1530037,28.1530037,28.1530037,28.1530037,28.1530037
6.24,5653.3256836,Inf,Inf,28.1530590,28.1530590,28.1530590,28.1530590,28.1530590
6.25,5653.3256836,Inf,Inf,28.1531162,28.1531162,28.1531162,28.1531162,28.1531162
6.26,5653.3261719,Inf,Inf,28.1531754,28.1531754,28.1531754,28.1531754,28.1531754
6.27,5653.3261719,Inf,Inf,28.1532288,28.1532288,28.1532288,28.1532288,28.1532288
6.28,5653.3261719,Inf,Inf,28.1532726,28.1532726,28.1532726,28.1532726,28.1532726
6.29,5653.3261719,Inf,Inf,28.1533146,28.1533146,28.1533146,28.1533146,28.1533146
6.30,5653.3261719,Inf,Inf,28.1533661,28.1533661,28.1533661,28.1533661,28.1533661
6.31,5653.3261719,Inf,Inf,28.1534309,28.1534309,28.1534309,28.1534309,28.1534309
6.32,5653.3261719,Inf,Inf,28.1534996,28.1534996,28.1534996,28.1534996,28.1534996
6.33,5653.3261719,Inf,Inf,28.1535702,28.1535702,28.1535702,28.1535702,28.1535702
6.34,5653.3261719,Inf,Inf,28.1536388,28.1536388,28.1536388,28.1536388,28.1536388
6.35,5653.3261719,Inf,Inf,28.1537132,28.1537132,28.1537132,28.1537132,28.1537132
6.36,5653.3261719,Inf,Inf,28.1537857,28.1537857,28.1537857,28.1537857,28.1537857
6.38,5653.3261719,Inf,Inf,28.1538715,28.1538715,28.1538715,28.1538715,28.1538715
6.39,5653.3261719,Inf,Inf,28.1539555,28.1539555,28.1539555,28.1539555,28.1539555
6.40,5653.3261719,Inf,Inf,28.1540394,28.1540394,28.1540394,28.1540394,28.1540394
6.41,5653.3261719,Inf,Inf,28.1541290,28.1541290,28.1541290,28.1541290,28.1541290
6.42,5653.3266602,Inf,Inf,28.1542149,28.1542149,28.1542149,28.1542149,28.1542149
6.43,5653.3266602,Inf,Inf,28.1543007,28.1543007,28.1543007,28.1543007,28.1543007
6.44,5653.3266602,Inf,Inf,28.1543922,28.1543922,28.1543922,28.1543922,28.1543922
6.45,5653.3266602,Inf,Inf,28.1544857,28.1544857,28.1544857,28.1544857,28.1544857
6.46,5653.3271484,Inf,Inf,28.1545696,28.1545696,28.1545696,28.1545696,28.1545696
6.47,5653.3271484,Inf,Inf,28.1546535,28.1546535,28.1546535,28.1546535,28.1546535
6.48,5653.3271484,Inf,Inf,28.1547375,28.1547375,28.1547375,28.1547375,28.1547375
6.49,5653.3271484,Inf,Inf,28.1548233,28.1548233,28.1548233,28.1548233,28.1548233
6.50,5653.3271484,Inf,Inf,28.1549110,28.1549110,28.1549110,28.1549110,28.1549110
6.51,5653.3271484,Inf,Inf,28.1550026,28.1550026,28.1550026,28.1550026,28.1550026
6.52,5653.3271484,Inf,Inf,28.1550980,28.1550980,28.1550980,28.1550980,28.1550980
6.53,5653.3276367,Inf,Inf,28.1551895,28.1551895,28.1551895,28.1551895,28.1551895
6.54,5653.3276367,Inf,Inf,28.1552925,28.1552925,28.1552925,28.1552925,28.1552925
6.55,5653.3281250,Inf,Inf,28.1554108,28.1554108,28.1554108,28.1554108,28.1554108
6.56,5653.3281250,Inf,Inf,28.1555519,28.1555519,28.1555519,28.1555519,28.1555519
6.57,5653.3281250,Inf,Inf,28.1556969,28.1556969,28.1556969,28.1556969,28.1556969
6.58,5653.3281250,Inf,Inf,28.1558628,28.1558628,28.1558628,28.1558628,28.1558628
6.59,5653.3281250,Inf,Inf,28.1560402,28.1560402,28.1560402,28.1560402,28.1560402
6.60,5653.3286133,Inf,Inf,28.1562233,28.1562233,28.1562233,28.1562233,28.1562233
6.61,5653.3291016,Inf,Inf,28.1563969,28.1563969,28.1563969,28.1563969,28.1563969
6.62,5653.3291016,Inf,Inf,28.1565590,28.1565590,28.1565590,28.1565590,28.1565590
6.64,5653.3295898,Inf,Inf,28.1567307,28.1567307,28.1567307,28.1567307,28.1567307
6.65,5653.3295898,Inf,Inf,28.1569023,28.1569023,28.1569023,28.1569023,28.1569023
6.66,5653.3295898,Inf,Inf,28.1570702,28.1570702,28.1570702,28.1570702,28.1570702
6.67,5653.3300781,Inf,Inf,28.1572380,28.1572380,28.1572380,28.1572380,28.1572380
6.68,5653.3300781,Inf,Inf,28.1574001,28.1574001,28.1574001,28.1574001,28.1574001
6.69,5653.3300781,Inf,Inf,28.1575565,28.1575565,28.1575565,28.1575565,28.1575565
6.70,5653.3300781,Inf,Inf,28.1577168,28.1577168,28.1577168,28.1577168,28.1577168
6.71,5653.3300781,Inf,Inf,28.1578465,28.1578465,28.1578465,28.1578465,28.1578465
6.72,5653.3300781,Inf,Inf,28.1579819,28.1579819,28.1579819,28.1579819,28.1579819
6.73,5653.3305664,Inf,Inf,28.1581306,28.1581306,28.1581306,28.1581306,28.1581306
6.74,5653.3305664,Inf,Inf,28.1582489,28.1582489,28.1582489,28.1582489,28.1582489
6.75,5653.3305664,Inf,Inf,28.1583729,28.1583729,28.1583729,28.1583729,28.1583729
6.76,5653.3305664,Inf,Inf,28.1584930,28.1584930,28.1584930,28.1584930,28.1584930
6.77,5653.3305664,Inf,Inf,28.1586266,28.1586266,28.1586266,28.1586266,28.1586266
