 Time (days),soilR,soilR1,soilR2,CSR(1),CSR(2),CSR(3),CSR(4),CSR(5)
146.77,4771.2446289,Inf,Inf,23.8025570,23.8025570,23.8025570,23.8025570,23.8025570
146.78,4771.2451172,Inf,Inf,23.8026028,23.8026028,23.8026028,23.8026028,23.8026028
146.79,4771.2451172,Inf,Inf,23.8026428,23.8026428,23.8026428,23.8026428,23.8026428
146.80,4771.2451172,Inf,Inf,23.8026695,23.8026695,23.8026695,23.8026695,23.8026695
146.81,4771.2451172,Inf,Inf,23.8026810,23.8026810,23.8026810,23.8026810,23.8026810
146.82,4771.2451172,Inf,Inf,23.8027096,23.8027096,23.8027096,23.8027096,23.8027096
146.83,4771.2451172,Inf,Inf,23.8027287,23.8027287,23.8027287,23.8027287,23.8027287
146.84,4771.2441406,Inf,Inf,23.8016071,23.8016071,23.8016071,23.8016071,23.8016071
146.85,4771.2441406,Inf,Inf,23.8009624,23.8009624,23.8009624,23.8009624,23.8009624
146.86,4771.2436523,Inf,Inf,23.8003902,23.8003902,23.8003902,23.8003902,23.8003902
146.88,4771.2436523,Inf,Inf,23.7998943,23.7998943,23.7998943,23.7998943,23.7998943
146.89,4771.2436523,Inf,Inf,23.8001690,23.8001690,23.8001690,23.8001690,23.8001690
146.90,4771.2436523,Inf,Inf,23.8004112,23.8004112,23.8004112,23.8004112,23.8004112
146.91,4771.2441406,Inf,Inf,23.8010292,23.8010292,23.8010292,23.8010292,23.8010292
146.92,4771.2441406,Inf,Inf,23.8015041,23.8015041,23.8015041,23.8015041,23.8015041
146.93,4771.2441406,Inf,Inf,23.8018627,23.8018627,23.8018627,23.8018627,23.8018627
146.94,4771.2441406,Inf,Inf,23.8022919,23.8022919,23.8022919,23.8022919,23.8022919
146.95,4771.2446289,Inf,Inf,23.8026791,23.8026791,23.8026791,23.8026791,23.8026791
146.96,4771.2446289,Inf,Inf,23.8029385,23.8029385,23.8029385,23.8029385,23.8029385
146.97,4771.2446289,Inf,Inf,23.8029594,23.8029594,23.8029594,23.8029594,23.8029594
146.98,4771.2451172,Inf,Inf,23.8029881,23.8029881,23.8029881,23.8029881,23.8029881
146.99,4771.2451172,Inf,Inf,23.8030224,23.8030224,23.8030224,23.8030224,23.8030224
147.00,4771.2451172,Inf,Inf,23.8030567,23.8030567,23.8030567,23.8030567,23.8030567
147.01,4755.1376953,Inf,Inf,23.7227211,23.7227211,23.7227211,23.7227211,23.7227211
147.02,4755.1376953,Inf,Inf,23.7227478,23.7227478,23.7227478,23.7227478,23.7227478
147.03,4755.1376953,Inf,Inf,23.7227726,23.7227726,23.7227726,23.7227726,23.7227726
147.04,4755.1376953,Inf,Inf,23.7227898,23.7227898,23.7227898,23.7227898,23.7227898
147.05,4755.1376953,Inf,Inf,23.7228012,23.7228012,23.7228012,23.7228012,23.7228012
147.06,4755.1376953,Inf,Inf,23.7228107,23.7228107,23.7228107,23.7228107,23.7228107
147.07,4755.1376953,Inf,Inf,23.7228127,23.7228127,23.7228127,23.7228127,23.7228127
147.08,4755.1376953,Inf,Inf,23.7228146,23.7228146,23.7228146,23.7228146,23.7228146
147.09,4755.1376953,Inf,Inf,23.7228184,23.7228184,23.7228184,23.7228184,23.7228184
147.10,4755.1376953,Inf,Inf,23.7228241,23.7228241,23.7228241,23.7228241,23.7228241
147.11,4755.1376953,Inf,Inf,23.7228355,23.7228355,23.7228355,23.7228355,23.7228355
147.12,4755.1376953,Inf,Inf,23.7228394,23.7228394,23.7228394,23.7228394,23.7228394
147.14,4755.1376953,Inf,Inf,23.7228355,23.7228355,23.7228355,23.7228355,23.7228355
147.15,4755.1376953,Inf,Inf,23.7228394,23.7228394,23.7228394,23.7228394,23.7228394
147.16,4755.1376953,Inf,Inf,23.7229176,23.7229176,23.7229176,23.7229176,23.7229176
147.17,4755.1376953,Inf,Inf,23.7229271,23.7229271,23.7229271,23.7229271,23.7229271
147.18,4755.1376953,Inf,Inf,23.7229404,23.7229404,23.7229404,23.7229404,23.7229404
147.19,4755.1376953,Inf,Inf,23.7229576,23.7229576,23.7229576,23.7229576,23.7229576
147.20,4755.1376953,Inf,Inf,23.7229786,23.7229786,23.7229786,23.7229786,23.7229786
147.21,4755.1376953,Inf,Inf,23.7229900,23.7229900,23.7229900,23.7229900,23.7229900
147.22,4755.1376953,Inf,Inf,23.7229996,23.7229996,23.7229996,23.7229996,23.7229996
147.23,4755.1376953,Inf,Inf,23.7230015,23.7230015,23.7230015,23.7230015,23.7230015
147.24,4755.1376953,Inf,Inf,23.7230072,23.7230072,23.7230072,23.7230072,23.7230072
147.25,4755.1376953,Inf,Inf,23.7230091,23.7230091,23.7230091,23.7230091,23.7230091
147.26,4755.1376953,Inf,Inf,23.7230453,23.7230453,23.7230453,23.7230453,23.7230453
147.27,4755.1376953,Inf,Inf,23.7230606,23.7230606,23.7230606,23.7230606,23.7230606
147.28,4755.1376953,Inf,Inf,23.7230778,23.7230778,23.7230778,23.7230778,23.7230778
147.29,4755.1376953,Inf,Inf,23.7231026,23.7231026,23.7231026,23.7231026,23.7231026
147.30,4755.1376953,Inf,Inf,23.7231312,23.7231312,23.7231312,23.7231312,23.7231312
147.31,4755.1376953,Inf,Inf,23.7231693,23.7231693,23.7231693,23.7231693,23.7231693
147.32,4755.1376953,Inf,Inf,23.7232132,23.7232132,23.7232132,23.7232132,23.7232132
147.33,4755.1376953,Inf,Inf,23.7232666,23.7232666,23.7232666,23.7232666,23.7232666
147.34,4755.1376953,Inf,Inf,23.7233467,23.7233467,23.7233467,23.7233467,23.7233467
147.35,4755.1376953,Inf,Inf,23.7234249,23.7234249,23.7234249,23.7234249,23.7234249
147.36,4755.1376953,Inf,Inf,23.7235069,23.7235069,23.7235069,23.7235069,23.7235069
147.38,4755.1376953,Inf,Inf,23.7235775,23.7235775,23.7235775,23.7235775,23.7235775
147.39,4755.1376953,Inf,Inf,23.7236271,23.7236271,23.7236271,23.7236271,23.7236271
147.40,4755.1376953,Inf,Inf,23.7236576,23.7236576,23.7236576,23.7236576,23.7236576
147.41,4755.1376953,Inf,Inf,23.7236805,23.7236805,23.7236805,23.7236805,23.7236805
147.42,4755.1376953,Inf,Inf,23.7236996,23.7236996,23.7236996,23.7236996,23.7236996
147.43,4755.1376953,Inf,Inf,23.7237129,23.7237129,23.7237129,23.7237129,23.7237129
147.44,4755.1376953,Inf,Inf,23.7237339,23.7237339,23.7237339,23.7237339,23.7237339
147.45,4755.1376953,Inf,Inf,23.7237682,23.7237682,23.7237682,23.7237682,23.7237682
147.46,4755.1376953,Inf,Inf,23.7238178,23.7238178,23.7238178,23.7238178,23.7238178
147.47,4755.1381836,Inf,Inf,23.7238827,23.7238827,23.7238827,23.7238827,23.7238827
147.48,4755.1381836,Inf,Inf,23.7239456,23.7239456,23.7239456,23.7239456,23.7239456
147.49,4755.1381836,Inf,Inf,23.7240067,23.7240067,23.7240067,23.7240067,23.7240067
147.50,4755.1381836,Inf,Inf,23.7240772,23.7240772,23.7240772,23.7240772,23.7240772
147.51,4755.1381836,Inf,Inf,23.7241669,23.7241669,23.7241669,23.7241669,23.7241669
147.52,4755.1381836,Inf,Inf,23.7242756,23.7242756,23.7242756,23.7242756,23.7242756
147.53,4755.1381836,Inf,Inf,23.7244244,23.7244244,23.7244244,23.7244244,23.7244244
147.54,4755.1386719,Inf,Inf,23.7245502,23.7245502,23.7245502,23.7245502,23.7245502
147.55,4755.1386719,Inf,Inf,23.7246914,23.7246914,23.7246914,23.7246914,23.7246914
147.56,4755.1386719,Inf,Inf,23.7247982,23.7247982,23.7247982,23.7247982,23.7247982
147.57,4755.1386719,Inf,Inf,23.7249603,23.7249603,23.7249603,23.7249603,23.7249603
147.58,4755.1386719,Inf,Inf,23.7251930,23.7251930,23.7251930,23.7251930,23.7251930
147.59,4755.1386719,Inf,Inf,23.7253342,23.7253342,23.7253342,23.7253342,23.7253342
147.60,4755.1386719,Inf,Inf,23.7254524,23.7254524,23.7254524,23.7254524,23.7254524
147.61,4755.1386719,Inf,Inf,23.7255630,23.7255630,23.7255630,23.7255630,23.7255630
147.62,4755.1386719,Inf,Inf,23.7256908,23.7256908,23.7256908,23.7256908,23.7256908
147.64,4755.1391602,Inf,Inf,23.7258244,23.7258244,23.7258244,23.7258244,23.7258244
147.65,4755.1391602,Inf,Inf,23.7259293,23.7259293,23.7259293,23.7259293,23.7259293
147.66,4755.1391602,Inf,Inf,23.7259846,23.7259846,23.7259846,23.7259846,23.7259846
147.67,4755.1391602,Inf,Inf,23.7260208,23.7260208,23.7260208,23.7260208,23.7260208
147.68,4755.1391602,Inf,Inf,23.7260418,23.7260418,23.7260418,23.7260418,23.7260418
147.69,4755.1391602,Inf,Inf,23.7260876,23.7260876,23.7260876,23.7260876,23.7260876
147.70,4755.1391602,Inf,Inf,23.7261543,23.7261543,23.7261543,23.7261543,23.7261543
147.71,4755.1391602,Inf,Inf,23.7262554,23.7262554,23.7262554,23.7262554,23.7262554
147.72,4755.1396484,Inf,Inf,23.7263718,23.7263718,23.7263718,23.7263718,23.7263718
147.73,4755.1396484,Inf,Inf,23.7264481,23.7264481,23.7264481,23.7264481,23.7264481
147.74,4755.1396484,Inf,Inf,23.7265034,23.7265034,23.7265034,23.7265034,23.7265034
147.75,4755.1396484,Inf,Inf,23.7265739,23.7265739,23.7265739,23.7265739,23.7265739
147.76,4755.1396484,Inf,Inf,23.7266464,23.7266464,23.7266464,23.7266464,23.7266464
147.77,4755.1396484,Inf,Inf,23.7266865,23.7266865,23.7266865,23.7266865,23.7266865
147.78,4755.1396484,Inf,Inf,23.7267208,23.7267208,23.7267208,23.7267208,23.7267208
147.79,4755.1396484,Inf,Inf,23.7267704,23.7267704,23.7267704,23.7267704,23.7267704
147.80,4755.1396484,Inf,Inf,23.7267857,23.7267857,23.7267857,23.7267857,23.7267857
147.81,4755.1396484,Inf,Inf,23.7267914,23.7267914,23.7267914,23.7267914,23.7267914
147.82,4755.1396484,Inf,Inf,23.7267990,23.7267990,23.7267990,23.7267990,23.7267990
147.83,4755.1391602,Inf,Inf,23.7268009,23.7268009,23.7268009,23.7268009,23.7268009
147.84,4755.1391602,Inf,Inf,23.7268028,23.7268028,23.7268028,23.7268028,23.7268028
147.85,4755.1391602,Inf,Inf,23.7268066,23.7268066,23.7268066,23.7268066,23.7268066
147.86,4755.1391602,Inf,Inf,23.7268085,23.7268085,23.7268085,23.7268085,23.7268085
147.88,4755.1396484,Inf,Inf,23.7268124,23.7268124,23.7268124,23.7268124,23.7268124
147.89,4755.1396484,Inf,Inf,23.7268162,23.7268162,23.7268162,23.7268162,23.7268162
147.90,4755.1396484,Inf,Inf,23.7268200,23.7268200,23.7268200,23.7268200,23.7268200
147.91,4755.1396484,Inf,Inf,23.7268219,23.7268219,23.7268219,23.7268219,23.7268219
147.92,4755.1396484,Inf,Inf,23.7268219,23.7268219,23.7268219,23.7268219,23.7268219
147.93,4755.1396484,Inf,Inf,23.7268238,23.7268238,23.7268238,23.7268238,23.7268238
147.94,4755.1396484,Inf,Inf,23.7268219,23.7268219,23.7268219,23.7268219,23.7268219
147.95,4755.1396484,Inf,Inf,23.7268047,23.7268047,23.7268047,23.7268047,23.7268047
147.96,4755.1396484,Inf,Inf,23.7268429,23.7268429,23.7268429,23.7268429,23.7268429
147.97,4755.1396484,Inf,Inf,23.7268467,23.7268467,23.7268467,23.7268467,23.7268467
147.98,4755.1396484,Inf,Inf,23.7268505,23.7268505,23.7268505,23.7268505,23.7268505
147.99,4755.1396484,Inf,Inf,23.7268505,23.7268505,23.7268505,23.7268505,23.7268505
148.00,4755.1396484,Inf,Inf,23.7268505,23.7268505,23.7268505,23.7268505,23.7268505
148.01,4742.5595703,Inf,Inf,23.6640663,23.6640663,23.6640663,23.6640663,23.6640663
148.02,4742.5595703,Inf,Inf,23.6640682,23.6640682,23.6640682,23.6640682,23.6640682
148.03,4742.5595703,Inf,Inf,23.6640511,23.6640511,23.6640511,23.6640511,23.6640511
148.04,4742.5595703,Inf,Inf,23.6640320,23.6640320,23.6640320,23.6640320,23.6640320
148.05,4742.5595703,Inf,Inf,23.6640491,23.6640491,23.6640491,23.6640491,23.6640491
148.06,4742.5595703,Inf,Inf,23.6640453,23.6640453,23.6640453,23.6640453,23.6640453
148.07,4742.5595703,Inf,Inf,23.6640701,23.6640701,23.6640701,23.6640701,23.6640701
148.08,4742.5600586,Inf,Inf,23.6641693,23.6641693,23.6641693,23.6641693,23.6641693
148.09,4742.5600586,Inf,Inf,23.6641865,23.6641865,23.6641865,23.6641865,23.6641865
148.10,4742.5600586,Inf,Inf,23.6641998,23.6641998,23.6641998,23.6641998,23.6641998
148.11,4742.5600586,Inf,Inf,23.6642151,23.6642151,23.6642151,23.6642151,23.6642151
148.12,4742.5600586,Inf,Inf,23.6642284,23.6642284,23.6642284,23.6642284,23.6642284
148.14,4742.5600586,Inf,Inf,23.6642361,23.6642361,23.6642361,23.6642361,23.6642361
148.15,4742.5600586,Inf,Inf,23.6642532,23.6642532,23.6642532,23.6642532,23.6642532
148.16,4742.5600586,Inf,Inf,23.6642666,23.6642666,23.6642666,23.6642666,23.6642666
148.17,4742.5600586,Inf,Inf,23.6642780,23.6642780,23.6642780,23.6642780,23.6642780
148.18,4742.5600586,Inf,Inf,23.6642914,23.6642914,23.6642914,23.6642914,23.6642914
148.19,4742.5600586,Inf,Inf,23.6643047,23.6643047,23.6643047,23.6643047,23.6643047
148.20,4742.5600586,Inf,Inf,23.6643181,23.6643181,23.6643181,23.6643181,23.6643181
148.21,4742.5600586,Inf,Inf,23.6643333,23.6643333,23.6643333,23.6643333,23.6643333
148.22,4742.5600586,Inf,Inf,23.6643429,23.6643429,23.6643429,23.6643429,23.6643429
148.23,4742.5600586,Inf,Inf,23.6643562,23.6643562,23.6643562,23.6643562,23.6643562
148.24,4742.5600586,Inf,Inf,23.6643658,23.6643658,23.6643658,23.6643658,23.6643658
148.25,4742.5600586,Inf,Inf,23.6643791,23.6643791,23.6643791,23.6643791,23.6643791
148.26,4742.5600586,Inf,Inf,23.6643963,23.6643963,23.6643963,23.6643963,23.6643963
148.27,4742.5600586,Inf,Inf,23.6644192,23.6644192,23.6644192,23.6644192,23.6644192
148.28,4742.5600586,Inf,Inf,23.6644402,23.6644402,23.6644402,23.6644402,23.6644402
148.29,4742.5600586,Inf,Inf,23.6644669,23.6644669,23.6644669,23.6644669,23.6644669
148.30,4742.5600586,Inf,Inf,23.6644859,23.6644859,23.6644859,23.6644859,23.6644859
148.31,4742.5600586,Inf,Inf,23.6645126,23.6645126,23.6645126,23.6645126,23.6645126
148.32,4742.5600586,Inf,Inf,23.6645412,23.6645412,23.6645412,23.6645412,23.6645412
148.33,4742.5605469,Inf,Inf,23.6645699,23.6645699,23.6645699,23.6645699,23.6645699
148.34,4742.5605469,Inf,Inf,23.6646004,23.6646004,23.6646004,23.6646004,23.6646004
148.35,4742.5605469,Inf,Inf,23.6646309,23.6646309,23.6646309,23.6646309,23.6646309
148.36,4742.5600586,Inf,Inf,23.6646690,23.6646690,23.6646690,23.6646690,23.6646690
148.38,4742.5600586,Inf,Inf,23.6647129,23.6647129,23.6647129,23.6647129,23.6647129
148.39,4742.5600586,Inf,Inf,23.6647701,23.6647701,23.6647701,23.6647701,23.6647701
148.40,4742.5600586,Inf,Inf,23.6648350,23.6648350,23.6648350,23.6648350,23.6648350
148.41,4742.5600586,Inf,Inf,23.6648979,23.6648979,23.6648979,23.6648979,23.6648979
148.42,4742.5600586,Inf,Inf,23.6649475,23.6649475,23.6649475,23.6649475,23.6649475
148.43,4742.5600586,Inf,Inf,23.6649914,23.6649914,23.6649914,23.6649914,23.6649914
148.44,4742.5605469,Inf,Inf,23.6650486,23.6650486,23.6650486,23.6650486,23.6650486
148.45,4742.5605469,Inf,Inf,23.6651077,23.6651077,23.6651077,23.6651077,23.6651077
148.46,4742.5605469,Inf,Inf,23.6651783,23.6651783,23.6651783,23.6651783,23.6651783
148.47,4742.5605469,Inf,Inf,23.6652603,23.6652603,23.6652603,23.6652603,23.6652603
148.48,4742.5605469,Inf,Inf,23.6653709,23.6653709,23.6653709,23.6653709,23.6653709
148.49,4742.5605469,Inf,Inf,23.6655178,23.6655178,23.6655178,23.6655178,23.6655178
148.50,4742.5605469,Inf,Inf,23.6656761,23.6656761,23.6656761,23.6656761,23.6656761
148.51,4742.5605469,Inf,Inf,23.6657944,23.6657944,23.6657944,23.6657944,23.6657944
148.52,4742.5605469,Inf,Inf,23.6659012,23.6659012,23.6659012,23.6659012,23.6659012
148.53,4742.5605469,Inf,Inf,23.6660461,23.6660461,23.6660461,23.6660461,23.6660461
148.54,4742.5605469,Inf,Inf,23.6662464,23.6662464,23.6662464,23.6662464,23.6662464
148.55,4742.5610352,Inf,Inf,23.6664753,23.6664753,23.6664753,23.6664753,23.6664753
148.56,4742.5610352,Inf,Inf,23.6667309,23.6667309,23.6667309,23.6667309,23.6667309
148.57,4742.5615234,Inf,Inf,23.6669636,23.6669636,23.6669636,23.6669636,23.6669636
148.58,4742.5615234,Inf,Inf,23.6671581,23.6671581,23.6671581,23.6671581,23.6671581
148.59,4742.5615234,Inf,Inf,23.6673470,23.6673470,23.6673470,23.6673470,23.6673470
148.60,4742.5615234,Inf,Inf,23.6675453,23.6675453,23.6675453,23.6675453,23.6675453
148.61,4742.5615234,Inf,Inf,23.6677456,23.6677456,23.6677456,23.6677456,23.6677456
148.62,4742.5615234,Inf,Inf,23.6679478,23.6679478,23.6679478,23.6679478,23.6679478
148.64,4742.5620117,Inf,Inf,23.6681499,23.6681499,23.6681499,23.6681499,23.6681499
148.65,4742.5620117,Inf,Inf,23.6683655,23.6683655,23.6683655,23.6683655,23.6683655
148.66,4742.5620117,Inf,Inf,23.6685982,23.6685982,23.6685982,23.6685982,23.6685982
148.67,4742.5625000,Inf,Inf,23.6688347,23.6688347,23.6688347,23.6688347,23.6688347
148.68,4742.5625000,Inf,Inf,23.6690598,23.6690598,23.6690598,23.6690598,23.6690598
148.69,4742.5625000,Inf,Inf,23.6692886,23.6692886,23.6692886,23.6692886,23.6692886
148.70,4742.5625000,Inf,Inf,23.6695156,23.6695156,23.6695156,23.6695156,23.6695156
148.71,4742.5625000,Inf,Inf,23.6697445,23.6697445,23.6697445,23.6697445,23.6697445
148.72,4742.5625000,Inf,Inf,23.6699791,23.6699791,23.6699791,23.6699791,23.6699791
148.73,4742.5629883,Inf,Inf,23.6702080,23.6702080,23.6702080,23.6702080,23.6702080
148.74,4742.5629883,Inf,Inf,23.6704216,23.6704216,23.6704216,23.6704216,23.6704216
148.75,4742.5629883,Inf,Inf,23.6706047,23.6706047,23.6706047,23.6706047,23.6706047
148.76,4742.5634766,Inf,Inf,23.6707592,23.6707592,23.6707592,23.6707592,23.6707592
148.77,4742.5634766,Inf,Inf,23.6708965,23.6708965,23.6708965,23.6708965,23.6708965
148.78,4742.5634766,Inf,Inf,23.6710243,23.6710243,23.6710243,23.6710243,23.6710243
148.79,4742.5634766,Inf,Inf,23.6711445,23.6711445,23.6711445,23.6711445,23.6711445
148.80,4742.5634766,Inf,Inf,23.6712322,23.6712322,23.6712322,23.6712322,23.6712322
148.81,4742.5634766,Inf,Inf,23.6712990,23.6712990,23.6712990,23.6712990,23.6712990
148.82,4742.5634766,Inf,Inf,23.6713619,23.6713619,23.6713619,23.6713619,23.6713619
148.83,4742.5634766,Inf,Inf,23.6714249,23.6714249,23.6714249,23.6714249,23.6714249
148.84,4742.5634766,Inf,Inf,23.6714897,23.6714897,23.6714897,23.6714897,23.6714897
148.85,4742.5634766,Inf,Inf,23.6715660,23.6715660,23.6715660,23.6715660,23.6715660
148.86,4742.5634766,Inf,Inf,23.6716442,23.6716442,23.6716442,23.6716442,23.6716442
148.88,4742.5634766,Inf,Inf,23.6717339,23.6717339,23.6717339,23.6717339,23.6717339
148.89,4742.5634766,Inf,Inf,23.6718311,23.6718311,23.6718311,23.6718311,23.6718311
148.90,4742.5639648,Inf,Inf,23.6719170,23.6719170,23.6719170,23.6719170,23.6719170
148.91,4742.5639648,Inf,Inf,23.6719952,23.6719952,23.6719952,23.6719952,23.6719952
148.92,4742.5639648,Inf,Inf,23.6720791,23.6720791,23.6720791,23.6720791,23.6720791
148.93,4742.5639648,Inf,Inf,23.6721668,23.6721668,23.6721668,23.6721668,23.6721668
148.94,4742.5639648,Inf,Inf,23.6722546,23.6722546,23.6722546,23.6722546,23.6722546
148.95,4742.5644531,Inf,Inf,23.6723461,23.6723461,23.6723461,23.6723461,23.6723461
148.96,4742.5644531,Inf,Inf,23.6724358,23.6724358,23.6724358,23.6724358,23.6724358
148.97,4742.5644531,Inf,Inf,23.6725292,23.6725292,23.6725292,23.6725292,23.6725292
148.98,4742.5644531,Inf,Inf,23.6726208,23.6726208,23.6726208,23.6726208,23.6726208
148.99,4742.5644531,Inf,Inf,23.6727161,23.6727161,23.6727161,23.6727161,23.6727161
149.00,4742.5644531,Inf,Inf,23.6728115,23.6728115,23.6728115,23.6728115,23.6728115
149.01,4732.3212891,Inf,Inf,23.6217651,23.6217651,23.6217651,23.6217651,23.6217651
149.02,4732.3212891,Inf,Inf,23.6218567,23.6218567,23.6218567,23.6218567,23.6218567
149.03,4732.3212891,Inf,Inf,23.6219463,23.6219463,23.6219463,23.6219463,23.6219463
149.04,4732.3212891,Inf,Inf,23.6220379,23.6220379,23.6220379,23.6220379,23.6220379
149.05,4732.3212891,Inf,Inf,23.6221218,23.6221218,23.6221218,23.6221218,23.6221218
149.06,4732.3212891,Inf,Inf,23.6222000,23.6222000,23.6222000,23.6222000,23.6222000
149.07,4732.3212891,Inf,Inf,23.6222744,23.6222744,23.6222744,23.6222744,23.6222744
149.08,4732.3212891,Inf,Inf,23.6223392,23.6223392,23.6223392,23.6223392,23.6223392
149.09,4732.3212891,Inf,Inf,23.6223984,23.6223984,23.6223984,23.6223984,23.6223984
149.10,4732.3212891,Inf,Inf,23.6224575,23.6224575,23.6224575,23.6224575,23.6224575
149.11,4732.3212891,Inf,Inf,23.6225185,23.6225185,23.6225185,23.6225185,23.6225185
149.12,4732.3212891,Inf,Inf,23.6225929,23.6225929,23.6225929,23.6225929,23.6225929
149.14,4732.3212891,Inf,Inf,23.6226692,23.6226692,23.6226692,23.6226692,23.6226692
149.15,4732.3212891,Inf,Inf,23.6227016,23.6227016,23.6227016,23.6227016,23.6227016
149.16,4732.3212891,Inf,Inf,23.6227417,23.6227417,23.6227417,23.6227417,23.6227417
149.17,4732.3212891,Inf,Inf,23.6228027,23.6228027,23.6228027,23.6228027,23.6228027
149.18,4732.3217773,Inf,Inf,23.6228943,23.6228943,23.6228943,23.6228943,23.6228943
149.19,4732.3217773,Inf,Inf,23.6230030,23.6230030,23.6230030,23.6230030,23.6230030
149.20,4732.3212891,Inf,Inf,23.6231079,23.6231079,23.6231079,23.6231079,23.6231079
149.21,4732.3212891,Inf,Inf,23.6232166,23.6232166,23.6232166,23.6232166,23.6232166
149.22,4732.3217773,Inf,Inf,23.6233253,23.6233253,23.6233253,23.6233253,23.6233253
149.23,4732.3217773,Inf,Inf,23.6234283,23.6234283,23.6234283,23.6234283,23.6234283
149.24,4732.3217773,Inf,Inf,23.6235447,23.6235447,23.6235447,23.6235447,23.6235447
149.25,4732.3217773,Inf,Inf,23.6236744,23.6236744,23.6236744,23.6236744,23.6236744
149.26,4732.3217773,Inf,Inf,23.6237984,23.6237984,23.6237984,23.6237984,23.6237984
149.27,4732.3222656,Inf,Inf,23.6239281,23.6239281,23.6239281,23.6239281,23.6239281
149.28,4732.3222656,Inf,Inf,23.6241741,23.6241741,23.6241741,23.6241741,23.6241741
149.29,4732.3222656,Inf,Inf,23.6244926,23.6244926,23.6244926,23.6244926,23.6244926
149.30,4732.3222656,Inf,Inf,23.6248436,23.6248436,23.6248436,23.6248436,23.6248436
149.31,4732.3227539,Inf,Inf,23.6252384,23.6252384,23.6252384,23.6252384,23.6252384
149.32,4732.3227539,Inf,Inf,23.6256046,23.6256046,23.6256046,23.6256046,23.6256046
149.33,4732.3232422,Inf,Inf,23.6259193,23.6259193,23.6259193,23.6259193,23.6259193
149.34,4732.3232422,Inf,Inf,23.6261978,23.6261978,23.6261978,23.6261978,23.6261978
149.35,4732.3232422,Inf,Inf,23.6264477,23.6264477,23.6264477,23.6264477,23.6264477
149.36,4732.3232422,Inf,Inf,23.6266899,23.6266899,23.6266899,23.6266899,23.6266899
149.38,4732.3232422,Inf,Inf,23.6269226,23.6269226,23.6269226,23.6269226,23.6269226
149.39,4732.3237305,Inf,Inf,23.6271572,23.6271572,23.6271572,23.6271572,23.6271572
149.40,4732.3237305,Inf,Inf,23.6274090,23.6274090,23.6274090,23.6274090,23.6274090
149.41,4732.3237305,Inf,Inf,23.6276550,23.6276550,23.6276550,23.6276550,23.6276550
149.42,4732.3242188,Inf,Inf,23.6278877,23.6278877,23.6278877,23.6278877,23.6278877
149.43,4732.3242188,Inf,Inf,23.6281338,23.6281338,23.6281338,23.6281338,23.6281338
149.44,4732.3242188,Inf,Inf,23.6283684,23.6283684,23.6283684,23.6283684,23.6283684
149.45,4732.3242188,Inf,Inf,23.6285706,23.6285706,23.6285706,23.6285706,23.6285706
149.46,4732.3242188,Inf,Inf,23.6287880,23.6287880,23.6287880,23.6287880,23.6287880
149.47,4732.3247070,Inf,Inf,23.6290207,23.6290207,23.6290207,23.6290207,23.6290207
149.48,4732.3247070,Inf,Inf,23.6292114,23.6292114,23.6292114,23.6292114,23.6292114
149.49,4732.3247070,Inf,Inf,23.6294556,23.6294556,23.6294556,23.6294556,23.6294556
149.50,4732.3251953,Inf,Inf,23.6297588,23.6297588,23.6297588,23.6297588,23.6297588
149.51,4732.3251953,Inf,Inf,23.6300316,23.6300316,23.6300316,23.6300316,23.6300316
149.52,4732.3251953,Inf,Inf,23.6303215,23.6303215,23.6303215,23.6303215,23.6303215
149.53,4732.3251953,Inf,Inf,23.6306744,23.6306744,23.6306744,23.6306744,23.6306744
149.54,4732.3256836,Inf,Inf,23.6310463,23.6310463,23.6310463,23.6310463,23.6310463
149.55,4732.3256836,Inf,Inf,23.6314278,23.6314278,23.6314278,23.6314278,23.6314278
149.56,4732.3261719,Inf,Inf,23.6317329,23.6317329,23.6317329,23.6317329,23.6317329
149.57,4732.3261719,Inf,Inf,23.6320229,23.6320229,23.6320229,23.6320229,23.6320229
149.58,4732.3261719,Inf,Inf,23.6322632,23.6322632,23.6322632,23.6322632,23.6322632
149.59,4732.3261719,Inf,Inf,23.6325474,23.6325474,23.6325474,23.6325474,23.6325474
149.60,4732.3261719,Inf,Inf,23.6328354,23.6328354,23.6328354,23.6328354,23.6328354
149.61,4732.3266602,Inf,Inf,23.6331196,23.6331196,23.6331196,23.6331196,23.6331196
149.62,4732.3266602,Inf,Inf,23.6333904,23.6333904,23.6333904,23.6333904,23.6333904
149.64,4732.3271484,Inf,Inf,23.6336746,23.6336746,23.6336746,23.6336746,23.6336746
149.65,4732.3271484,Inf,Inf,23.6339359,23.6339359,23.6339359,23.6339359,23.6339359
149.66,4732.3271484,Inf,Inf,23.6341724,23.6341724,23.6341724,23.6341724,23.6341724
149.67,4732.3271484,Inf,Inf,23.6344032,23.6344032,23.6344032,23.6344032,23.6344032
149.68,4732.3271484,Inf,Inf,23.6346302,23.6346302,23.6346302,23.6346302,23.6346302
149.69,4732.3276367,Inf,Inf,23.6348591,23.6348591,23.6348591,23.6348591,23.6348591
149.70,4732.3276367,Inf,Inf,23.6350918,23.6350918,23.6350918,23.6350918,23.6350918
149.71,4732.3281250,Inf,Inf,23.6353149,23.6353149,23.6353149,23.6353149,23.6353149
149.72,4732.3281250,Inf,Inf,23.6355247,23.6355247,23.6355247,23.6355247,23.6355247
