"iota","gplant","rootresist","minlwp","root_leaf_ratio"
1.001722,3.328,60.55,-1.667,0.72
1.002253,2.274,67.63,-2.467,0.531
1.003175,2.998,84.49,-2.377,0.524
1.001945,2.903,57.91,-1.811,0.697
1.003211,3.431,91.01,-2.231,0.569
1.000616,1.297,36.7,-2.5,0.564
1.003046,3.491,97.32,-1.808,0.851
1.004694,3.022,87.85,-2.157,0.58
1.001477,2.621,45.52,-1.946,0.504
1.000657,2.239,100.64,-2.028,0.873
1.001382,2.969,57.41,-1.713,0.708
1.001334,2.755,40.1,-1.864,0.442
1.004189,3.36,38.5,-1.974,0.322
1.003825,3.134,51.61,-1.838,0.544
1.00121,3.083,72.34,-1.906,0.616
1.003618,3.289,75.81,-1.72,0.793
1.002038,2.534,60.82,-2.156,0.581
1.003064,2.859,48.33,-2.129,0.436
1.00288,3.197,58.59,-2.235,0.417
1.002113,3.223,70.49,-1.695,0.836
1.000694,2.91,69.9,-2.419,0.304
1.003978,2.376,83.94,-2.16,0.742
1.003655,2.007,73.58,-2.246,0.78
1.003979,2.205,50.75,-2.055,0.644
1.001479,2.819,36.8,-1.811,0.452
1.001478,2.002,35.31,-1.975,0.665
1.003714,1.756,49.81,-2.33,0.68
1.000689,1.511,49.7,-2.347,0.651
1.004159,2.214,73.56,-2.031,0.846
1.001236,2.196,36.44,-2.063,0.433
1.002252,2.877,69.28,-2.211,0.543
1.000755,2.748,63.69,-1.623,0.807
1.002042,2.897,57.15,-1.923,0.614
1.000838,2.659,61.53,-2.396,0.313
1.001909,3.047,66.51,-1.803,0.746
1.002406,2.83,74.36,-2.065,0.68
1.000512,3.371,86.71,-1.5,0.858
1.004502,2.381,76.19,-2.06,0.753
1.004311,2.227,79.24,-2.348,0.627
1.001314,1.757,52.64,-2.407,0.597
1.002928,1.941,71.44,-2.484,0.676
1.00299,3.744,80.46,-1.673,0.815
1.001795,3.113,91.33,-2.099,0.694
1.003343,2.94,56.49,-2.234,0.435
1.00155,2.963,81.95,-1.777,0.897
1.001473,3.574,65.17,-2.301,0.348
1.003298,2.787,84.62,-1.974,0.802
1.003815,2.619,77.59,-1.996,0.762
1.000574,2.784,97.43,-1.755,0.873
1.000967,3.256,46.07,-1.667,0.478
1.004419,2.587,61.97,-1.985,0.64
1.002736,3.568,49,-1.801,0.513
1.002851,3.251,84.3,-2.215,0.585
1.004856,1.646,44.46,-2.286,0.732
1.00226,2.545,104.95,-2.35,0.768
1.002599,2.67,60.85,-2.102,0.602
1.000695,2.512,71.19,-1.821,0.731
1.003705,1.901,44.2,-2.3,0.582
1.004267,2.736,39.67,-2.011,0.417
1.000836,2.909,84.44,-1.809,0.767
1.003173,2.652,104.58,-2.241,0.785
1.00464,3.174,62.29,-2.248,0.393
1.000695,2.01,36.36,-1.844,0.605
1.001008,1.77,94.98,-2.474,0.823
1.001477,3.512,88.99,-1.983,0.664
1.001803,2.434,43.51,-1.772,0.783
1.000929,3.089,93.18,-1.928,0.711
1.002399,3.697,62.6,-1.521,0.84
1.001035,2.669,80.65,-1.916,0.768
1.001026,2.479,38.77,-1.997,0.376
1.00477,2.305,45.16,-1.769,0.838
1.00063,3.534,64.6,-1.578,0.593
1.002323,2.211,60.66,-2.446,0.532
1.003742,2.567,50.35,-2.258,0.44
1.000955,3.37,56.6,-2.099,0.331
1.000574,2.86,85.49,-2.019,0.542
1.002159,3.513,78.63,-2.26,0.5
1.000732,2.055,46.65,-2.272,0.358
1.003132,3.105,61.55,-1.742,0.751
1.00053,2.242,102.91,-1.989,0.881
1.000938,3.749,40.17,-1.567,0.403
1.000669,3.071,61.07,-1.87,0.446
1.000678,2.212,84.61,-2.096,0.71
1.002938,3.011,62.91,-1.784,0.76
1.002475,3.157,49.33,-2.423,0.306
1.004215,3.207,46.74,-1.941,0.44
1.004164,2.604,60.37,-2.253,0.491
1.000506,1.98,72.7,-2.341,0.465
1.004566,2.89,69.35,-2.471,0.389
1.002687,1.807,36.33,-2.164,0.742
1.00433,3.113,58.21,-1.623,0.787
1.00268,1.897,74.46,-2.496,0.735
1.003661,1.847,35.87,-2.26,0.578
1.002957,3.712,46.92,-1.717,0.533
1.001122,3.475,59.6,-1.781,0.518
1.004263,2.582,72.52,-1.994,0.738
1.001089,2.977,102.15,-2.479,0.5
1.00407,2.602,94.25,-2.045,0.848
1.000512,1.99,88.94,-2.067,0.824
1.00113,3.087,86.05,-2.063,0.61
1.001498,3.724,98.78,-1.765,0.865
1.000652,3.128,70.02,-1.918,0.475
1.001347,1.708,56.22,-2.414,0.686
1.004914,2.401,53.08,-2.267,0.449
1.001983,3.547,70.05,-1.774,0.709
1.001634,2.408,43.27,-1.911,0.636
1.004651,3.255,47.87,-2.047,0.383
1.001024,1.865,53.41,-2.222,0.638
1.001536,2.782,51.74,-1.694,0.782
1.001187,2.88,95.59,-2.46,0.501
1.00072,2.845,102.52,-2.092,0.662
1.003284,3.671,83.63,-2.198,0.543
1.000896,2.655,78.75,-2.455,0.405
1.004515,2.343,58.73,-1.852,0.878
1.004879,2.558,65.14,-2.335,0.466
1.002939,1.686,61.26,-2.485,0.777
1.00312,1.741,40.59,-2.258,0.742
1.003743,3.243,53.87,-2.166,0.41
1.003184,2.801,75.1,-1.847,0.86
1.003002,3.206,52.16,-2.232,0.394
1.003078,3.169,98.52,-2.108,0.746
1.004284,3.575,67.53,-2.097,0.472
1.004382,2.68,82.76,-2.018,0.767
1.001699,3.392,57.04,-2.011,0.46
1.00144,2.415,73.16,-2.473,0.486
1.000775,3.09,56.81,-2.09,0.34
1.001453,3.688,46.53,-1.537,0.611
1.000833,3.035,81.21,-2.312,0.417
1.000648,3.288,103.26,-2.107,0.565
1.001227,2.454,63.5,-1.846,0.836
1.004504,1.426,98.19,-1.554,0.341
1.000591,1.729,99.09,-2.32,0.891
1.001725,2.55,67.01,-1.866,0.871
1.000623,2.902,80.15,-2.18,0.437
1.003078,3.511,94.27,-1.954,0.763
1.003362,3.53,59.17,-2.12,0.447
1.000532,1.835,77.4,-2.421,0.525
1.001364,1.837,91.9,-2.478,0.842
1.001887,2.904,102.71,-2.147,0.803
1.004138,3.232,79.57,-2.111,0.587
1.000866,1.884,47.56,-1.934,0.866
1.002238,2.709,66.97,-2.069,0.675
1.00166,1.964,50.46,-2.172,0.723
1.002976,2.471,53.46,-2.175,0.57
1.002733,2.943,80.63,-2.269,0.604
1.002084,2.598,72.77,-2.066,0.751
1.003267,3.317,85.1,-1.792,0.846
1.003722,1.928,38.13,-2.192,0.618
1.001151,1.693,64.43,-2.278,0.896
1.001974,3.033,49.19,-1.772,0.642
1.000901,3.255,71.21,-2.349,0.343
1.002246,3.476,50.95,-2.033,0.428
1.001692,3.561,56.27,-2.346,0.314
1.00452,2.498,92.82,-2.093,0.841
1.004144,2.786,63.18,-2.483,0.396
1.004164,2.615,104.34,-2.248,0.768
1.004749,3.447,45.81,-1.91,0.413
1.000702,3.422,55.38,-1.617,0.528
1.001058,3.12,66.8,-2.145,0.424
1.001936,2.42,44.42,-2.413,0.361
1.00067,2.612,75.51,-2.419,0.369
1.002058,3.086,72.69,-2.322,0.496
1.000776,3.372,64.42,-2.11,0.357
1.002514,3.046,41.02,-1.616,0.719
1.003329,2.756,94.62,-2.071,0.832
1.001614,2.067,50.67,-2.388,0.5
1.002226,3.185,77.91,-2.091,0.641
1.002231,3.128,79.67,-2.14,0.635
1.000862,3.428,57.71,-1.652,0.568
1.003814,3.068,61.17,-1.624,0.871
1.000529,2.423,84.89,-1.804,0.865
1.001906,1.976,64.8,-2.26,0.805
1.003891,3.39,44.91,-1.78,0.519
1.003031,3.258,61.7,-1.691,0.787
1.00245,3.163,42.76,-1.72,0.611
1.001899,3.383,48.66,-2.168,0.353
1.000571,3.01,78.2,-1.552,0.891
1.004512,2.368,83.7,-2.35,0.65
1.002919,2.002,70.24,-2.43,0.718
1.001248,3.045,46.38,-1.899,0.43
1.003372,2.832,51.13,-1.837,0.678
1.00093,2.183,61.59,-1.975,0.756
1.003638,1.839,54.49,-2.376,0.696
1.004009,3.559,45.49,-1.573,0.64
1.002954,3.49,52.31,-1.812,0.575
1.000736,2.936,42.27,-1.599,0.534
1.003868,2.396,43.17,-2.115,0.529
1.000779,3.296,95.15,-1.943,0.657
1.00122,1.504,60.64,-2.462,0.899
1.004228,2.732,51.82,-1.975,0.582
1.001547,2.472,79.01,-2.322,0.627
1.000892,2.499,81.83,-2.312,0.528
1.00328,3.306,50.91,-1.939,0.516
1.004099,3.416,97.24,-2.334,0.574
1.000517,1.672,41.24,-2.243,0.436
1.002968,2.771,41.45,-2.02,0.494
1.001575,3.225,56.75,-1.768,0.648
1.003425,3.268,57.98,-2.029,0.525
1.002298,3.224,52.04,-1.654,0.755
1.000589,1.353,48.05,-2.388,0.809
1.000758,3.34,75.24,-2.379,0.335
1.000918,3.154,76.4,-2.392,0.373
1.001965,2.898,38.08,-1.622,0.723
1.004905,3.026,51.99,-2.435,0.315
1.000631,1.867,80.95,-2.171,0.83
1.001626,2.411,85.28,-2.293,0.721
1.00058,2.184,73.38,-1.999,0.701
1.000902,1.797,46.85,-2.171,0.663
1.003623,2.02,48.51,-2.039,0.839
1.004459,3.724,49.31,-1.708,0.544
1.003516,1.844,74.16,-2.49,0.771
1.001171,3.512,60.79,-2.229,0.339
1.001201,2.96,51.1,-1.695,0.669
1.00056,1.86,98.54,-2.396,0.712
1.001105,3.004,100.49,-2.047,0.756
1.004683,3.214,81.88,-2.337,0.503
1.001477,2.907,42.82,-1.907,0.466
1.002153,2.689,50.22,-1.957,0.636
1.000797,3.39,99.64,-2.483,0.422
1.000568,1.885,53.01,-2.374,0.384
1.000778,3.536,88.73,-2.076,0.51
1.002646,3.528,89.33,-2.138,0.657
1.002713,1.888,66.28,-2.315,0.863
1.003877,2.506,40.19,-1.786,0.73
1.00336,2.655,42.42,-1.664,0.84
1.000674,2.144,53.58,-1.909,0.675
1.003281,3.468,49.64,-1.584,0.734
1.000598,1.697,85.31,-2.331,0.824
1.001215,3.195,44.34,-1.862,0.41
1.003209,3.258,63.22,-2.178,0.508
1.000654,1.803,95.43,-2.429,0.75
1.004536,2.882,36.54,-2.07,0.375
1.00152,3.299,67.52,-2.071,0.52
1.002236,3.714,35.3,-1.824,0.376
1.001127,2.61,84.74,-2.311,0.572
1.002499,3.208,74.57,-1.896,0.765
1.001712,3.402,53.95,-2.276,0.346
1.002076,3.591,47.88,-2.066,0.386
1.00181,2.411,67.7,-2.151,0.717
1.000875,2.034,63.12,-2.435,0.468
1.003278,3.298,64.3,-2.253,0.479
1.004427,1.99,42.32,-2.411,0.486
1.002207,3.074,60.06,-1.962,0.627
1.000646,2.502,59.4,-2.146,0.405
1.002297,1.794,36.01,-2.344,0.625
1.001401,3.458,89.54,-2.343,0.499
1.001237,2.433,65.23,-2.372,0.466
1.001266,2.76,68.23,-2.309,0.455
1.001223,3.432,67.98,-1.886,0.571
1.00475,3.458,70.04,-2.182,0.484
1.001992,3.256,74.25,-1.962,0.694
1.003446,3.501,52.9,-2.309,0.367
1.000565,2.199,57.33,-2.032,0.519
1.002871,1.908,49.02,-2.294,0.733
1.000633,2.284,74.77,-2.015,0.684
1.00079,2.136,79.23,-2.147,0.74
1.004663,2.943,62.45,-1.968,0.628
1.002192,2.405,62.69,-2.349,0.581
1.000651,2.616,66.14,-2.178,0.418
1.002288,3.429,47.8,-2.049,0.425
1.003019,1.808,70.23,-2.495,0.803
1.004062,3.563,88.88,-2.264,0.57
1.00382,2.592,44.04,-2.325,0.409
1.001032,3.208,53.11,-2.098,0.352
1.000771,2.054,92.81,-2.362,0.696
1.000844,2.358,54.96,-2.194,0.435
1.000907,2.663,60.83,-2.171,0.435
1.003913,3.183,102.81,-2.409,0.626
1.004186,2.785,51.52,-2.159,0.493
1.003738,3.551,42.95,-1.528,0.695
1.001051,1.633,71.86,-2.415,0.886
1.003479,2.802,45.92,-1.873,0.637
1.0013,2.402,69.64,-2.455,0.478
1.003149,2.478,97.84,-2.371,0.778
1.001993,2.111,66.1,-2.141,0.882
1.002168,2.031,66.18,-2.259,0.834
1.004772,2.775,40.78,-2.39,0.308
1.00352,3.582,74.35,-1.79,0.758
1.001527,2.247,83.51,-2.473,0.65
1.00067,2.951,54.55,-1.907,0.419
1.002179,2.808,45.77,-2.379,0.355
1.000892,2.562,60.94,-2.017,0.553
1.002648,1.729,51.57,-2.31,0.893
1.003674,3.52,43.35,-1.994,0.416
1.000574,3.383,84.91,-1.991,0.501
1.003537,3.267,48.84,-1.623,0.747
1.001223,2.485,54.65,-2.26,0.434
1.003044,3.643,61.98,-1.608,0.811
1.001047,3.413,97.91,-2.274,0.537
1.000762,3.4,88.85,-1.744,0.758
1.00229,3.369,72.81,-2.112,0.595
1.001137,2.607,97.38,-2.147,0.786
1.000822,3.374,98.74,-2.072,0.613
1.001606,2.07,91.01,-2.472,0.782
1.004524,2.586,38.83,-1.65,0.865
1.004506,2.341,66.35,-2.379,0.577
1.003313,3.154,52.4,-2.139,0.477
1.004583,3.101,35.43,-1.852,0.451
1.001559,3.309,72.04,-1.774,0.781
1.000561,2.392,73.96,-1.775,0.865
1.001259,2.536,72.33,-2.099,0.683
1.001972,3.679,58.45,-1.608,0.764
1.004505,1.78,68.54,-2.452,0.806
1.004604,3.034,72.83,-1.97,0.699
1.004573,2.335,72.21,-2.305,0.662
1.004434,1.765,63.48,-2.382,0.85
1.001656,2.471,95.87,-2.217,0.849
1.000611,3.395,82.36,-2.19,0.409
1.000946,2.22,86.93,-2.364,0.642
1.001688,3.103,102.55,-2.12,0.798
1.004342,3.13,42.75,-1.551,0.783
1.002613,2.345,67.6,-2.329,0.673
1.000653,1.437,35.74,-2.358,0.62
1.000518,3.158,64.4,-1.703,0.55
1.003297,3.043,44.96,-1.529,0.899
1.00206,3.024,80.39,-1.994,0.785
1.003469,3.565,79.3,-2.093,0.624
1.003923,3.518,41.33,-2.201,0.328
1.003335,2.322,53.22,-2.031,0.771
1.001704,3.496,68.84,-2.059,0.545
1.000509,2.929,98.58,-1.74,0.866
1.002803,3.283,91.06,-2.374,0.608
1.003447,3.566,66.69,-2.315,0.458
1.001224,3.69,92.5,-2.474,0.432
1.0046,1.844,56.49,-2.322,0.791
1.001986,2.234,71.26,-2.366,0.696
1.000663,3.368,70.39,-1.729,0.6
1.004928,3.269,88.4,-1.986,0.754
1.002813,2.288,59.94,-1.998,0.897
1.004219,2.938,66.78,-2.267,0.536
1.003707,3.28,41.95,-2.296,0.332
1.003739,2.448,36.04,-2.108,0.503
1.003525,2.36,35.91,-2.337,0.412
1.001528,3.598,84.12,-2.068,0.619
1.004754,2.346,38.31,-2.34,0.399
1.002847,2.883,99.76,-2.088,0.891
1.001195,2.76,43.86,-2.033,0.405
1.001644,2.207,94.04,-2.301,0.884
1.002557,2.959,97.85,-2.49,0.641
1.000651,3.073,57.06,-2.015,0.37
1.002733,3.245,89.53,-2.002,0.811
1.000743,1.843,38.53,-2.395,0.342
1.00064,3.447,69.87,-1.719,0.584
1.000602,3.264,76.42,-1.513,0.888
1.000829,3.232,60.68,-2.272,0.321
1.000946,3.475,93.01,-2.482,0.42
1.002512,3.016,75.66,-1.923,0.827
1.004987,1.892,62.64,-2.291,0.858
1.000779,2.517,90.54,-2.123,0.701
1.000644,2.354,70.73,-1.911,0.744
1.000582,2.219,88.3,-2.474,0.491
1.004319,2.67,41.33,-1.76,0.732
1.001858,2.528,45.01,-2.309,0.418
1.002786,3.479,51.33,-2.258,0.394
1.00211,3.478,78.57,-2.401,0.492
1.00072,2.807,66.44,-2.168,0.422
1.000521,3.403,98.16,-1.745,0.746
1.004413,2.677,56.04,-2.404,0.452
1.000749,1.644,42.54,-2.14,0.79
1.000732,2.532,55.67,-1.913,0.558
1.000724,2.374,54.07,-2.014,0.517
1.000839,2.815,66.46,-2.293,0.393
1.000809,2.153,40.5,-1.911,0.598
1.001074,2.858,38.84,-1.637,0.615
1.00339,3.017,44.81,-1.651,0.784
1.004431,2.519,56.65,-2.129,0.632
1.004398,2.669,54.01,-1.863,0.767
1.001755,1.899,38.06,-2.223,0.658
1.002063,3.469,70.15,-2.338,0.466
1.0009,2.337,45.03,-2.234,0.364
1.004982,2.157,56.62,-2.1,0.82
1.000584,1.994,76.23,-2.363,0.549
1.001574,2.489,73.87,-2.4,0.578
1.003263,2.764,96.39,-2.26,0.788
1.001336,2.626,37.74,-2.061,0.389
1.004355,2.75,62.79,-1.879,0.806
1.002502,3.658,41.83,-1.504,0.735
1.002839,2.782,42.97,-2.241,0.434
1.00061,3.452,87.14,-2.314,0.393
1.001685,3.569,103.67,-1.966,0.839
1.00329,2.666,67.2,-1.908,0.875
1.001303,1.831,59.64,-2.256,0.846
1.000615,2.643,74.24,-2.059,0.542
1.002584,2.336,38.09,-2.257,0.489
1.001946,3.513,46.55,-1.723,0.597
1.001419,2.173,59.46,-2.468,0.504
1.0008,2.859,75.73,-1.989,0.608
1.000642,3.138,57.62,-1.967,0.39
1.004428,2.426,58.4,-1.94,0.856
1.004946,2.868,37.72,-1.675,0.708
1.000995,3.054,92.59,-2.118,0.648
1.001286,2.982,100.42,-2.022,0.851
1.001119,2.699,43.57,-1.839,0.551
1.00412,2.3,67.73,-2.125,0.824
1.000703,1.777,45.35,-2.019,0.821
1.001127,3.111,103.47,-2.348,0.6
1.000976,2.646,66.42,-1.774,0.86
1.003944,1.75,52.29,-2.454,0.752
1.00285,3.201,38.41,-1.705,0.632
1.001919,2.245,67.23,-2.408,0.646
1.002025,3.323,48.53,-2.477,0.3
1.003844,3.623,77.42,-1.839,0.764
1.003863,2.261,43.83,-2.016,0.739
1.003215,2.9,56.79,-1.781,0.833
1.004339,3.315,62.31,-2.223,0.492
1.002545,3.101,41.65,-2.177,0.398
1.004607,2.76,75.8,-2.482,0.532
1.002331,2.346,89,-2.403,0.793
1.002571,2.834,82.14,-2.012,0.872
1.000996,1.677,51.76,-2.447,0.628
1.002078,3.215,39.85,-1.957,0.446
1.00439,3.351,83.56,-1.879,0.818
1.001193,1.798,64.67,-2.435,0.726
1.001809,3.159,95.83,-2.164,0.751
1.000529,2.471,99.52,-1.916,0.892
1.003301,3.726,92.43,-1.969,0.782
1.001242,3.248,61.85,-1.847,0.614
1.000668,2.617,104.54,-2.115,0.749
1.00217,3.748,68.49,-1.911,0.647
1.001983,2.559,47.88,-1.855,0.794
1.001723,3.434,71.58,-2.236,0.504
1.003087,2.968,55.61,-2.087,0.593
1.000622,2.045,63.24,-2.356,0.464
1.000713,2.129,78.4,-2.026,0.876
1.00136,2.665,56.78,-2.439,0.377
1.002394,2.291,50.55,-1.988,0.854
1.000752,2.361,45.59,-1.781,0.682
1.004496,2.87,41.88,-1.941,0.556
1.004422,2.827,104.22,-2.382,0.731
1.003181,2.021,64.41,-2.325,0.821
1.00485,1.949,51.29,-2.233,0.813
1.003343,2.757,51.05,-1.885,0.745
1.001864,2.852,95.02,-2.067,0.892
1.002137,3.465,88.08,-2.271,0.624
1.001158,3.219,69.24,-1.746,0.763
1.000853,2.284,74.86,-2.1,0.732
1.004491,3.07,38.25,-2.248,0.349
1.002015,3.601,83.79,-2.174,0.622
1.001768,2.318,71,-2.497,0.589
1.001635,1.8,49.17,-2.205,0.9
1.002967,2.784,50.62,-2.456,0.421
1.001487,1.645,41.88,-2.376,0.759
1.000737,1.862,92.87,-2.335,0.871
1.001788,2.906,92.33,-2.489,0.604
1.000837,2.552,64.38,-2.427,0.378
1.003247,2.439,56.55,-2.14,0.716
1.00073,3.229,71.9,-1.59,0.834
1.000656,3.438,46.89,-1.792,0.364
1.000789,2.196,67.46,-2.137,0.655
1.000897,3.576,96.76,-1.904,0.72
1.002875,3.252,35.76,-2.093,0.379
1.000746,3.245,42.68,-1.627,0.484
1.00115,3.394,64.28,-1.743,0.678
1.004347,3.478,74.62,-1.868,0.754
1.000835,3.006,47.4,-1.582,0.683
1.002921,2.607,55.5,-1.857,0.886
1.004146,1.691,58.5,-2.487,0.854
1.00311,2.963,53.1,-2.305,0.478
1.002992,3.57,53.81,-2.458,0.363
1.002359,1.717,53.24,-2.49,0.811
1.000529,2.222,78.54,-1.932,0.833
1.004302,2.766,97.94,-2.197,0.837
1.0022,2.783,99.59,-2.415,0.741
1.001265,3.594,92.12,-1.895,0.773
1.001055,2.845,60.26,-1.909,0.619
1.002887,2.877,102.85,-2.294,0.816
1.000603,3.456,75.87,-1.926,0.501
1.001877,3.335,80.59,-2.409,0.522
1.004294,2.376,41.77,-2.471,0.421
1.002259,2.06,61.62,-2.478,0.678
1.00066,3.503,65.29,-1.524,0.738
1.00272,2.803,56.41,-2.136,0.62
1.002453,3.089,85.54,-2.381,0.63
1.000831,1.898,89.11,-2.447,0.755
1.003092,2.737,102.8,-2.274,0.857
1.000791,3.341,79.54,-2.043,0.529
1.002686,3.169,36.62,-1.787,0.575
1.000742,2.458,68.8,-2.062,0.61
1.001055,2.935,67.67,-1.997,0.598
1.001231,3.222,49.11,-2.047,0.393
1.001834,3.357,75.7,-1.843,0.813
1.002021,2.859,77.19,-2.085,0.776
1.001838,3.447,42.15,-1.506,0.783
1.004654,2.454,47.54,-2.026,0.696
1.00167,2.278,44.25,-1.883,0.861
1.000825,1.848,80.48,-2.346,0.818
1.002563,2.804,68.7,-2.234,0.659
1.001768,2.945,36.28,-2.23,0.318
1.000622,3.585,81.25,-1.796,0.613
1.003583,3.203,46.43,-2.331,0.398
1.001235,3.122,98.24,-2.032,0.806
1.003589,2.605,50.42,-2.368,0.504
1.000991,3.093,74.08,-2.157,0.512
1.002335,3.153,48.26,-1.667,0.812
1.001006,2.416,46.12,-1.901,0.633
1.002668,2.786,45.82,-2.257,0.476
1.000617,2.446,98.97,-2.343,0.602
1.001098,3.659,47.13,-1.639,0.536
1.000902,3.495,100.77,-2.313,0.535
1.002536,2.271,36.33,-1.862,0.88
1.003893,2.31,83.75,-2.419,0.77
1.000611,2.141,38.37,-1.836,0.605
1.00293,3.718,68.4,-1.74,0.807
1.002755,3.686,87.51,-2.332,0.604
1.000754,2.705,57.05,-2.235,0.373
1.001493,3.497,57.14,-2.17,0.411
1.003974,2.316,104.66,-2.447,0.869
1.001679,2.78,98.47,-2.151,0.871
1.00164,2.485,85.81,-2.39,0.707
1.000697,3.081,83.15,-1.887,0.68
1.001513,2.94,55.2,-2.141,0.494
1.003131,2.755,67.92,-2.184,0.704
1.003054,2.915,44.37,-1.859,0.688
1.004396,2.693,95.89,-2.289,0.803
1.004038,3.006,40.09,-2.183,0.431
1.002488,2.064,42.93,-2.209,0.736
1.002601,2.43,102.36,-2.415,0.876
1.001817,2.553,69.17,-2.191,0.718
1.001422,3.66,93.34,-2.294,0.569
1.001133,2.987,47.82,-1.545,0.865
1.004726,2.827,66.89,-2.245,0.614
1.001321,3.175,45.61,-2.077,0.376
1.000911,2.13,40.9,-1.851,0.791
1.004712,3.434,78.11,-2.045,0.692
1.000882,3.731,57.28,-1.611,0.608
1.002611,3.122,37.76,-2.339,0.329
1.004369,3.278,52.89,-1.77,0.719
1.000913,2.831,76.55,-2.093,0.605
1.001505,2.653,85.58,-2.077,0.865
1.000662,2.395,83.16,-2.262,0.583
1.003491,2.337,36.68,-1.984,0.719
1.00145,2.719,48.26,-1.732,0.822
1.004335,1.648,42.57,-2.411,0.883
1.003055,3.255,89.76,-2.169,0.758
1.003663,2.303,62.39,-2.285,0.733
1.004543,2.036,67.31,-2.488,0.726
1.001748,2.214,80.09,-2.282,0.863
1.000603,3.545,67.49,-1.69,0.586
1.003192,2.797,72.39,-2.254,0.69
1.001976,2.78,70.08,-2.488,0.524
1.001055,2.204,45.66,-1.852,0.856
1.001197,2.476,37.85,-1.74,0.752
1.00099,2.618,79.92,-2.484,0.481
1.003758,2.456,37.03,-1.766,0.89
1.000622,2.904,77.97,-1.936,0.621
1.004597,2.84,55.88,-2.306,0.52
1.001901,3.523,79.23,-2.191,0.608
1.002309,2.473,36.88,-2.04,0.606
1.000729,2.284,94.82,-2.226,0.763
1.00096,3.475,45.25,-1.648,0.523
1.001865,2.574,70.67,-2.284,0.675
1.002015,2.921,77.23,-2.21,0.696
1.000885,3.211,40.2,-1.721,0.447
1.003548,3.454,63.7,-1.691,0.864
1.001678,3.342,83,-2.194,0.637
1.003049,3.145,58.9,-2.282,0.526
1.002615,3.423,51.42,-1.646,0.816
1.003466,1.642,42.62,-2.479,0.829
1.004585,3.235,38.5,-2.318,0.344
1.001417,3.691,61.12,-2.216,0.4
1.002466,2.07,80.25,-2.489,0.842
1.003146,2.355,58.96,-2.07,0.868
1.002954,3.084,42.39,-1.997,0.545
1.000859,1.769,51.61,-2.207,0.789
1.00096,3.082,87.31,-1.939,0.759
1.000748,3.618,91.39,-1.746,0.78
1.001572,3.424,43.52,-1.524,0.775
1.004056,3.431,103.42,-2.108,0.832
1.003317,2.311,49.59,-2.488,0.539
1.002813,3.698,84.4,-1.885,0.841
1.000829,2.164,50.08,-2.302,0.438
1.001667,3.361,51.7,-2.131,0.435
1.003488,3.238,58.15,-2.009,0.646
1.000552,3.637,60.26,-1.712,0.483
1.001295,2.775,60.91,-2.267,0.481
1.004278,2.167,43.25,-2.267,0.647
1.001671,2.504,59.48,-2.203,0.641
1.002132,3.398,87.43,-2.013,0.812
1.002331,3.681,84.99,-2.379,0.574
1.000717,2.718,56.72,-2.017,0.478
1.000789,2.577,88.91,-2.247,0.631
1.004358,3.617,48,-2.105,0.459
1.00081,3.523,73.55,-1.576,0.842
1.001578,3.412,74.55,-1.793,0.829
1.000647,3.167,56.03,-2.009,0.382
1.003247,3.658,69.24,-1.884,0.74
1.000777,3.256,57.25,-1.552,0.761
1.001193,2.126,88.91,-2.474,0.741
1.004837,3.504,54.66,-2.396,0.408
1.001467,3.519,64.28,-1.939,0.597
1.000603,2.104,39.72,-1.843,0.663
1.000681,3.347,72.97,-1.564,0.853
1.004168,2.897,86.18,-2.12,0.834
1.000756,2.517,62.89,-1.967,0.643
1.00325,3.375,53.63,-1.867,0.681
1.000558,3.351,87.71,-1.914,0.608
1.001082,2.553,50.07,-2.153,0.471
1.004572,3.208,41.1,-1.959,0.527
1.000624,2.321,54.52,-2.027,0.537
1.004823,3.498,55.37,-2.213,0.48
1.004464,2.453,69.5,-2.412,0.666
1.004367,2.246,41.1,-2.003,0.824
1.002695,2.857,54.02,-2.346,0.514
1.00346,3.101,100.26,-2.218,0.832
1.000686,3.242,78.48,-2.35,0.395
1.00368,3.646,82.15,-2.284,0.619
1.000678,1.774,48.79,-2.307,0.569
1.004423,3.625,69.44,-1.782,0.807
1.002152,3.715,56.57,-2.317,0.411
1.000798,2.904,74.32,-2.239,0.481
1.000592,2.561,44.99,-1.731,0.591
1.003426,3.574,86.2,-2.09,0.75
1.002639,3.516,85.4,-2.14,0.729
1.002753,2.007,55.69,-2.386,0.791
1.000873,3.714,55.97,-1.841,0.454
1.000915,3.632,70.07,-1.905,0.55
1.001809,2.888,87.1,-2.262,0.735
1.003034,2.617,73.13,-2.426,0.671
1.000635,2.833,46.88,-1.934,0.399
1.001708,2.051,70.23,-2.311,0.869
1.00223,2.751,48.75,-1.971,0.704
1.00492,3.702,53.91,-1.862,0.616
1.004828,3.578,36.5,-1.958,0.437
1.004686,2.909,71.43,-2.354,0.613
1.003709,3.096,52.07,-1.927,0.689
1.000511,1.578,45.01,-2.248,0.676
1.000755,1.786,64.51,-2.219,0.869
1.001335,3.015,87.35,-2.235,0.662
1.000647,3.415,41.25,-1.8,0.336
1.000955,2.865,46.43,-1.871,0.518
1.001432,2.198,86.29,-2.307,0.886
1.003841,2.737,66.85,-2.281,0.675
1.000916,2.991,86.51,-1.864,0.855
1.001718,3.638,51.56,-2.388,0.331
1.000801,2.064,40.9,-2.275,0.409
