"iota","gplant","rootresist","minlwp","root_leaf_ratio"
1.001903,1.257,73.75,-2.445,0.754
1.002999,1.306,93.25,-2.261,0.415
1.001939,1.922,98.53,-2.396,0.44
1.000703,1.347,83.18,-2.349,0.758
1.003686,1.335,65.71,-1.752,0.528
1.003445,1.369,99.73,-2.103,0.751
1.001674,2.657,57.94,-1.685,0.489
1.001927,2.439,101.76,-1.966,0.62
1.002954,1.271,56.27,-2.104,0.825
1.000714,1.357,84.1,-2.294,0.837
1.001037,1.968,42.48,-1.692,0.647
1.003796,2.243,104.17,-1.508,0.593
1.001246,1.8,92.4,-2.195,0.678
1.003412,1.423,55.56,-1.966,0.607
1.000983,2.059,57.54,-1.61,0.885
1.003161,2.125,50.62,-1.717,0.393
1.000976,1.817,91.06,-2.138,0.681
1.003324,2.675,77.26,-1.616,0.475
1.001488,2.811,92.24,-1.585,0.832
1.003249,1.327,55.53,-1.987,0.325
1.002785,2.16,102.45,-1.66,0.366
1.003674,2.099,90.86,-1.636,0.509
1.001565,3.402,81.48,-1.789,0.444
1.002015,2.238,97.95,-1.838,0.786
1.000737,2.765,102.25,-1.999,0.482
1.00113,2.974,70.6,-1.5,0.686
1.002249,2.521,67.03,-1.636,0.623
1.001909,1.451,48.66,-2.169,0.626
1.002184,3.011,51.65,-1.548,0.429
1.000717,2.661,89.92,-2.107,0.373
1.001673,2.457,42.55,-1.821,0.312
1.001609,1.968,104.99,-2.307,0.569
1.001049,2.405,60.67,-1.943,0.369
1.001784,2.758,97.67,-2.044,0.473
1.002163,1.321,45,-2.29,0.572
1.003432,2.384,83.52,-1.688,0.514
1.0025,3.303,62.64,-1.542,0.436
1.002927,3.334,95.74,-1.545,0.623
1.002343,2.065,36.21,-1.793,0.365
1.001446,1.747,43.49,-1.805,0.763
1.002642,2.443,99.65,-2.13,0.302
1.00208,1.643,92.7,-2.409,0.533
1.002702,2.318,84.48,-1.577,0.882
1.001508,2.675,58.12,-1.862,0.368
1.003438,1.314,43.31,-2.081,0.346
1.003553,1.649,87.58,-1.793,0.893
1.001683,1.636,56.86,-2.436,0.322
1.000535,2.566,97.31,-1.824,0.559
1.000536,2.014,85.14,-2.218,0.369
1.000578,3.24,89.09,-1.63,0.531
1.001248,2.415,74.37,-2.204,0.338
1.000581,2.063,62.37,-1.788,0.526
1.00159,1.958,78.64,-1.987,0.689
1.001731,1.778,51.71,-2.042,0.516
1.001257,2.011,35.12,-1.738,0.482
1.002832,2.25,86.95,-2.006,0.43
1.003217,3.518,95.1,-1.672,0.368
1.002766,2.45,44.74,-1.522,0.506
1.002163,1.351,49.13,-2.095,0.852
1.001169,2.473,75.29,-1.931,0.484
1.003284,1.767,67.87,-1.819,0.662
1.003569,1.251,91.12,-1.986,0.564
1.002243,3.101,85.59,-1.697,0.555
1.001348,1.927,50.83,-2.06,0.403
1.002359,2.017,52.22,-1.715,0.655
1.002072,2.463,62.14,-1.51,0.793
1.002309,1.892,72.51,-2.108,0.497
1.001339,2.22,57.94,-1.956,0.425
1.00056,2.449,67.75,-1.731,0.46
1.002921,1.313,72.89,-2.182,0.808
1.001441,2.459,97.46,-2.262,0.428
1.002708,2.87,98.18,-2.064,0.304
1.001914,1.302,87.01,-1.671,0.359
1.000615,3.278,85.29,-1.945,0.341
1.002203,1.682,63.08,-1.897,0.828
1.002681,2.689,100.89,-1.715,0.308
1.000983,3.354,55.78,-1.644,0.348
1.003037,1.505,54.71,-2.167,0.392
1.000921,2.853,104.65,-1.686,0.78
1.001497,1.325,45.13,-2.332,0.613
1.003211,3.159,80.51,-1.616,0.316
1.00058,1.591,61.9,-2.168,0.449
1.000653,1.926,37.53,-1.512,0.856
1.001184,2.902,88.91,-1.566,0.812
1.002467,1.289,74.68,-1.574,0.413
1.001381,2.821,81.39,-2.128,0.355
1.004082,1.865,85.52,-1.545,0.661
1.000536,1.762,49.33,-1.864,0.484
1.000713,2.774,83.48,-1.533,0.769
1.003475,1.397,44.87,-2.005,0.498
1.00095,1.465,37.82,-2.027,0.668
1.001499,2.902,50.6,-1.576,0.468
1.001766,2.309,47.9,-1.916,0.345
1.001843,1.878,83.61,-2.21,0.556
1.002233,3.13,78.82,-1.733,0.483
1.002382,1.857,92.32,-2.42,0.351
1.00116,1.388,81.57,-2.321,0.869
1.002849,1.502,81.82,-2.087,0.795
1.002564,1.629,98.2,-2.483,0.39
1.002458,1.871,98.61,-2.429,0.346
1.002137,2.027,101.14,-1.941,0.813
1.000847,3.391,102.13,-2.107,0.383
1.001135,2.74,86.28,-1.756,0.637
1.000517,1.658,91.66,-1.982,0.855
1.002117,1.328,90.47,-2.445,0.772
1.000792,3.305,102.93,-1.716,0.609
1.001143,2.814,61.83,-1.503,0.67
1.000665,2.11,53.63,-1.607,0.701
1.001198,3.133,67.91,-1.845,0.372
1.001029,1.295,50.79,-2.376,0.624
1.002734,3.223,92.59,-1.557,0.66
1.003477,2.641,97.97,-1.748,0.48
1.003776,2.076,49.81,-1.582,0.42
1.000615,2.963,72.92,-1.948,0.309
1.000508,3.475,68.86,-1.712,0.313
1.001227,3.14,75.95,-1.637,0.572
1.003708,2.058,56.5,-1.501,0.717
1.002109,1.347,63.9,-2.249,0.798
1.002265,2.273,74.53,-1.623,0.846
1.001019,2.468,81.29,-2.274,0.331
1.001275,3.568,75.99,-1.619,0.515
1.003175,2.073,49.18,-1.847,0.305
1.002528,2.503,57.78,-1.719,0.462
1.000804,1.806,61.79,-2.094,0.463
1.002764,2.853,77.45,-1.888,0.354
1.00123,2.903,66,-1.597,0.586
1.002924,2.431,100.76,-1.94,0.533
1.001477,2.068,74.47,-2.124,0.5
1.002917,1.313,38.23,-2.305,0.334
1.00156,2.99,69.38,-1.903,0.378
1.00351,1.472,95.68,-1.935,0.472
1.002272,3.73,81.74,-1.762,0.402
1.001765,2.671,88.43,-1.671,0.77
1.001025,1.8,79.17,-2.169,0.598
1.003016,1.932,84.27,-2.144,0.389
1.003152,1.635,77.41,-2.163,0.473
1.002014,1.766,41.41,-1.922,0.552
1.002768,1.523,93.86,-2.091,0.894
1.002999,1.779,51.2,-1.881,0.526
1.002031,2.863,69.22,-1.759,0.477
1.001102,2.198,49.04,-1.747,0.522
1.002719,2.757,94.31,-1.608,0.755
1.000765,1.394,99.59,-2.473,0.737
1.003058,2.539,88.31,-1.986,0.328
1.003316,2.262,103.75,-1.516,0.437
1.000643,2.915,97.98,-1.956,0.454
1.00115,1.947,49.28,-2.012,0.408
1.003148,3.746,79.58,-1.704,0.306
1.001189,1.531,50.66,-2.425,0.348
1.000774,3.243,68.33,-1.769,0.364
1.001558,2.948,54.52,-1.831,0.329
1.003953,1.902,68.86,-1.577,0.458
1.000507,1.449,49.65,-2.087,0.529
1.00167,2.94,100.5,-2.062,0.48
1.001318,3.683,82.05,-1.739,0.471
1.002454,1.725,77.74,-2.255,0.505
1.003429,2.4,74.68,-1.604,0.629
1.001767,2.457,70.77,-1.762,0.628
1.001785,1.605,51.45,-2.118,0.604
1.002079,1.654,104.5,-2.485,0.574
1.00376,1.768,78.43,-1.572,0.461
1.002854,2.409,84.58,-1.96,0.449
1.000848,2.015,62.77,-2.027,0.44
1.001804,1.811,56.31,-1.937,0.677
1.000531,1.342,99.13,-2.465,0.688
1.003737,1.483,37.02,-1.919,0.371
1.002365,2.238,88.17,-1.874,0.687
1.00128,2.717,101.77,-2.016,0.567
1.003712,1.512,82.98,-1.949,0.459
1.000546,2.84,89.27,-1.683,0.576
1.001481,2.161,87.82,-2.308,0.443
1.0034,2.322,70.15,-1.81,0.399
1.002051,1.417,97.12,-1.811,0.323
1.000545,1.727,86.76,-2.08,0.658
1.002956,2.144,35.88,-1.522,0.592
1.0029,2.795,70.44,-1.852,0.347
1.000789,2.28,93.91,-2.304,0.394
1.002253,2.531,91.97,-2.224,0.365
1.000938,1.559,45.65,-2.129,0.516
1.000665,1.387,52.12,-2.165,0.664
1.001964,3.373,65.83,-1.638,0.46
1.001652,2.387,39.36,-1.784,0.359
1.001836,1.79,75.36,-2.485,0.368
1.002598,2.791,79.37,-2.013,0.341
1.001775,3.587,94.9,-1.686,0.604
1.002973,3.708,103.52,-1.967,0.329
1.003187,1.962,56.06,-1.679,0.692
1.000552,1.758,104.67,-2.395,0.489
1.003279,1.598,60.59,-1.894,0.74
1.002704,2.709,73.36,-1.83,0.433
1.001834,2.364,87.05,-2.02,0.563
1.001339,1.954,97.11,-2.182,0.679
1.000917,1.462,77.92,-2.449,0.581
1.003702,1.877,60.34,-1.825,0.362
1.001885,3.177,100.67,-2.296,0.324
1.001593,3.529,96.7,-2.045,0.408
1.002585,3.275,103.58,-2.003,0.417
1.003267,1.432,93.4,-1.977,0.396
1.000997,2.518,65.63,-2.057,0.339
1.000773,2.527,76.88,-1.945,0.436
1.002002,1.95,49.74,-1.724,0.765
1.002179,2.818,61.65,-1.84,0.38
1.001434,2.729,97.95,-1.76,0.76
1.003882,1.457,100.69,-1.966,0.894
1.001994,2.317,49.76,-1.789,0.474
1.000657,2.967,79.36,-1.855,0.405
1.00391,1.448,62.76,-1.949,0.468
1.004102,2.156,91.96,-1.544,0.818
1.001118,3.42,94.49,-1.678,0.628
1.003478,1.61,103.1,-2.173,0.465
1.003339,1.388,57.2,-2.234,0.308
1.001122,3.461,100,-1.515,0.822
1.00159,2.642,92.94,-1.999,0.552
1.001284,2.422,79.09,-2.115,0.438
1.002414,2.262,58.11,-1.603,0.747
1.002047,2.279,59.39,-1.838,0.531
1.003219,2.886,102.25,-1.815,0.526
1.002671,2.612,83.39,-2.036,0.381
1.001554,1.917,102.32,-2.162,0.753
1.003334,1.44,80.26,-2.272,0.523
1.002561,2.361,82.76,-2.107,0.403
1.002815,2.637,104.28,-1.632,0.854
1.00353,2.93,73.49,-1.534,0.527
1.001273,1.904,73.01,-2.279,0.456
1.003799,1.581,99.23,-1.978,0.508
1.000774,3.578,64.82,-1.731,0.337
1.00138,2.856,75.06,-1.96,0.423
1.00206,3.258,89.51,-1.643,0.653
1.000783,1.673,78.3,-1.997,0.872
1.000738,3.044,77.5,-2.069,0.312
1.002313,2.725,85.51,-2.137,0.354
1.003124,2.135,75.02,-1.768,0.657
1.000615,2.583,90.15,-1.847,0.545
1.004353,1.343,92.18,-1.733,0.87
1.001044,3.077,58.27,-1.814,0.335
1.003269,2.003,91.48,-2.058,0.334
1.003593,2.215,104.58,-1.605,0.436
1.004302,1.555,100.05,-1.773,0.82
1.003453,1.416,65.95,-1.979,0.884
1.004218,1.885,59.14,-1.597,0.503
1.000534,3.251,91.72,-2.064,0.327
1.002731,1.392,95.55,-1.952,0.341
1.003924,2.093,79.83,-1.55,0.431
1.003238,2.004,57.22,-1.853,0.47
1.002812,1.865,54.1,-1.731,0.774
1.003589,1.444,99.68,-1.679,0.539
1.000657,2.895,58.75,-1.644,0.403
1.00115,2.481,57.86,-1.682,0.584
1.003575,2.85,61.65,-1.566,0.419
1.001083,3.154,72.7,-1.814,0.426
1.003346,1.488,77.96,-2.03,0.833
1.001721,3.68,70.58,-1.974,0.3
1.000607,1.321,73.34,-2.287,0.814
1.001434,1.698,101.72,-2.453,0.64
1.001893,1.676,70.51,-2.221,0.624
1.000854,1.483,35.83,-1.941,0.79
1.003724,1.284,97.49,-2.223,0.538
1.001999,2.673,92.19,-2.272,0.365
1.001603,2.069,48.55,-1.97,0.44
1.002854,2.338,56.26,-1.939,0.326
1.003919,2.139,38.98,-1.565,0.384
1.00067,2.422,88.75,-1.734,0.733
1.001216,3.694,75.44,-1.712,0.452
1.00232,2.7,38.56,-1.591,0.397
1.00386,1.443,61.58,-1.544,0.471
1.000751,1.932,46.19,-1.765,0.59
1.000785,2.626,79.22,-1.549,0.831
1.00222,2.007,41.2,-1.863,0.468
1.004059,1.868,53.46,-1.645,0.367
1.002278,1.388,41.11,-2.301,0.514
1.002289,2.709,80.38,-2.197,0.31
1.000737,2.251,83.95,-2.123,0.441
1.00337,3.086,89.3,-1.617,0.576
1.003233,2.278,96.16,-2.092,0.329
1.001749,3.29,65.54,-1.742,0.426
1.001946,2.889,101.96,-1.607,0.887
1.003195,1.895,43.98,-1.92,0.363
1.000535,1.95,104.4,-2.21,0.544
1.000979,1.892,57.06,-2.273,0.325
1.002529,1.79,101.54,-2.365,0.554
1.001271,3.394,50.29,-1.501,0.442
1.001227,3.232,100.61,-1.82,0.613
1.000922,2.828,88.96,-1.825,0.573
1.0006,2.152,103.67,-2.436,0.378
1.003844,1.352,85.34,-2.117,0.494
1.001863,3.517,87.77,-2.003,0.389
1.002069,2.513,86.41,-2.137,0.443
1.003209,1.369,73.33,-2.438,0.383
1.000852,1.768,54.4,-2.122,0.437
1.002076,2.68,53.02,-1.898,0.335
1.003068,2.222,100.04,-2.02,0.571
1.003201,2.968,99.93,-1.934,0.434
1.001765,2.43,45.06,-1.649,0.546
1.00425,1.753,88.48,-1.614,0.564
1.002545,1.837,40.51,-1.975,0.426
1.001241,2.049,52.11,-1.65,0.872
1.000869,1.659,84.68,-2.143,0.79
1.002692,2.757,53.38,-1.734,0.378
1.001295,2.331,84.47,-1.84,0.75
1.002797,3.683,99.62,-2.024,0.351
1.001431,2.507,64.46,-2.009,0.405
1.000778,1.728,68.39,-2.238,0.47
1.004561,1.715,59.37,-1.536,0.759
1.001363,3.647,93.75,-1.567,0.714
1.00417,1.983,68.21,-1.566,0.762
1.000538,1.768,73.5,-1.899,0.748
1.001469,2.182,88.76,-2.264,0.495
1.000644,1.712,72.22,-2.252,0.454
1.004257,1.419,80.49,-1.596,0.665
1.000587,2.936,73.07,-1.783,0.402
1.001301,2.89,92.86,-1.591,0.872
1.003312,2.355,49.68,-1.812,0.308
1.003351,3.393,77.53,-1.534,0.523
1.004165,1.432,85.77,-1.504,0.73
1.003081,2.381,69.37,-2.019,0.325
1.001325,1.717,42.4,-2.299,0.304
1.001108,2.933,104.72,-2.146,0.474
1.00177,2.315,85.2,-1.954,0.652
1.00266,1.746,52.43,-1.898,0.682
1.003353,3.022,86.23,-1.542,0.661
1.00128,1.852,93.38,-2.289,0.637
1.001151,3.106,94.12,-2.112,0.419
1.003839,1.976,78.89,-1.508,0.416
1.003461,2.971,100.87,-1.873,0.339
1.003493,2.116,92.05,-1.547,0.39
1.003394,2.25,99.59,-1.703,0.85
1.00107,1.767,74.57,-2.06,0.756
1.003302,1.259,96.55,-1.716,0.522
1.001275,2.367,102.77,-2.031,0.688
1.001002,2.6,97.4,-2.23,0.435
1.000604,1.709,79.14,-2.161,0.581
1.003296,1.891,89.71,-1.875,0.32
1.0018,1.984,68.4,-2.212,0.465
1.001228,3.326,73.97,-1.986,0.352
1.002607,2.509,59.39,-1.612,0.636
1.004137,1.739,86.98,-1.814,0.495
1.001955,2.301,46.51,-1.922,0.376
1.003111,2.343,76.28,-1.607,0.801
1.003434,1.487,81.42,-2.328,0.424
1.004267,1.39,73.73,-1.818,0.55
1.003988,1.745,63.9,-1.851,0.534
1.003729,3.46,82.12,-1.605,0.333
1.002622,1.764,43.1,-2.049,0.43
1.00226,1.378,56.61,-2.188,0.838
1.003518,1.497,79.84,-1.693,0.402
1.001712,2.809,65.08,-2.107,0.31
1.001193,2.733,94.87,-1.791,0.722
1.003721,2.685,102.01,-1.785,0.545
1.003574,1.287,67.71,-2.356,0.416
1.003502,1.832,85.49,-2.126,0.463
1.001343,3.231,82.84,-1.792,0.532
1.001166,3.576,93.54,-1.662,0.634
1.002253,1.899,79.6,-1.879,0.88
1.003304,1.81,80.2,-2.153,0.473
1.000888,2.087,96.71,-2.368,0.456
1.000699,3.389,85.01,-1.508,0.666
1.002136,3.009,79.26,-1.918,0.45
1.00258,2.292,99.83,-2.151,0.533
1.003053,2.68,52.27,-1.53,0.544
1.001196,1.536,76.75,-2.272,0.777
1.003749,2.438,93.6,-1.59,0.809
1.004446,1.579,60.9,-1.646,0.509
1.001755,3.402,102.54,-2.165,0.413
1.002566,3.632,92.34,-1.671,0.574
1.001913,2.303,104.84,-2.028,0.723
1.000955,2.371,42.63,-1.784,0.359
1.000569,1.984,67.46,-1.798,0.674
1.001025,1.585,71.16,-2.119,0.837
1.001964,1.588,93.31,-2.364,0.739
1.001181,1.483,49.76,-2.114,0.79
1.001333,1.798,36.51,-2.164,0.304
1.000957,2.16,51.84,-1.706,0.652
1.00268,2.39,78.37,-2.155,0.366
1.002042,3.312,62.95,-1.655,0.469
1.000614,2.907,61.04,-1.777,0.343
1.001108,2.971,58.84,-1.501,0.629
1.004204,1.322,99.82,-2.074,0.821
1.003602,2.299,87.99,-1.656,0.342
1.000643,1.651,78.04,-2.383,0.443
1.003972,1.686,46.19,-1.755,0.619
1.003088,3.001,65.34,-1.636,0.469
1.003361,3.679,92.38,-1.627,0.522
1.000933,1.576,68.24,-2.311,0.571
1.000563,3.259,55.71,-1.648,0.318
1.001917,1.747,66.5,-2.478,0.38
1.001372,3.072,87.99,-1.635,0.744
1.002311,1.82,42.65,-2.17,0.344
1.003472,2.105,57.29,-1.918,0.366
1.003283,1.471,97.18,-2.164,0.346
1.003126,2.216,75.84,-2.062,0.404
1.004406,1.342,104.01,-1.782,0.759
1.003814,3.324,97.09,-1.729,0.393
1.004287,1.567,63.25,-1.857,0.472
1.00351,1.551,104.58,-2.309,0.588
1.002788,2.47,77.51,-1.67,0.734
1.00346,2.02,62.98,-1.795,0.593
1.002651,3.085,50.33,-1.75,0.308
1.001765,1.295,41.31,-2.464,0.548
1.000796,1.885,39.12,-1.706,0.674
1.001347,3.228,63.04,-1.631,0.507
1.001103,1.708,79.27,-2.324,0.583
1.00217,3.236,104.43,-1.767,0.679
1.003774,1.658,73.97,-1.905,0.34
1.003234,2.767,65.17,-1.686,0.468
1.001344,2.93,93.75,-1.816,0.658
1.001714,1.966,81.24,-2.049,0.723
1.001577,3.682,82.16,-1.552,0.653
1.001129,2.251,69.77,-1.961,0.542
1.002667,1.612,101.73,-2.284,0.758
1.000772,1.426,50.08,-2.192,0.648
1.003526,2.878,66.39,-1.725,0.383
1.001332,3.608,66.2,-1.521,0.558
1.001477,2.1,99.75,-2.209,0.652
1.000969,3.39,65.93,-1.528,0.544
1.002793,3.03,99.49,-2.27,0.303
1.000672,1.643,60.84,-2.064,0.624
1.000721,2.37,70.35,-1.626,0.77
1.00311,2.5,92.28,-2.047,0.453
1.000891,1.381,60.48,-2.411,0.596
1.001129,2.436,56.41,-2.057,0.328
1.001867,2.405,83.98,-1.993,0.598
1.003972,1.364,55.11,-2.153,0.442
1.000508,2.011,95.08,-2.066,0.58
1.00141,2.855,88.33,-1.771,0.685
1.00205,2.331,61.8,-1.563,0.899
1.003672,2.33,85.35,-1.72,0.322
1.00297,1.535,99.65,-1.784,0.362
1.001246,2.435,99.39,-2.442,0.408
1.000709,3.415,98.78,-1.963,0.442
1.002338,1.885,57.12,-2.013,0.578
1.00381,2.186,80,-1.819,0.559
1.001198,2.178,73.13,-1.803,0.796
1.001251,2.063,89.95,-1.921,0.874
1.002249,2.965,104.75,-2.343,0.363
1.004111,2.936,96.97,-1.677,0.488
1.002075,1.823,35.58,-1.704,0.826
1.00247,2.782,94.96,-2.237,0.376
1.004239,2.344,97.32,-1.738,0.475
1.004525,1.28,39.75,-1.889,0.683
1.001907,3.329,89.38,-1.654,0.682
1.001026,3.547,104.41,-1.889,0.543
1.002064,1.445,96.44,-1.579,0.362
1.001072,2.058,95.73,-2.186,0.633
1.000621,1.556,48.23,-2.335,0.305
1.002017,1.477,59.98,-2.427,0.557
1.002733,2.937,105,-2.108,0.455
1.001478,2.983,80.87,-1.565,0.803
1.003884,2.084,70.58,-1.897,0.434
1.001525,1.322,65.41,-2.384,0.863
1.004364,1.561,83.4,-1.84,0.889
1.003659,1.323,43.94,-2.302,0.357
1.004218,2.145,81.52,-1.782,0.501
1.00415,2.817,75.8,-1.626,0.41
1.004223,1.411,99.69,-1.894,0.551
1.001959,2.782,67.11,-1.544,0.768
1.002483,2.494,75.72,-1.704,0.729
1.004714,1.453,101.96,-1.645,0.833
1.000918,1.871,58.47,-2.256,0.365
1.003576,1.977,73.54,-2.102,0.381
1.002165,1.469,56.47,-2.109,0.879
1.0044,3.026,103.39,-1.544,0.487
1.00261,2.81,62.13,-1.628,0.578
1.001013,3.34,58.72,-1.829,0.324
1.00176,1.861,48.93,-1.816,0.804
1.002782,3.5,73.42,-1.544,0.572
1.003767,1.635,36.04,-1.953,0.388
1.001565,2.1,92.68,-2.445,0.464
1.003767,2.547,36.3,-1.509,0.381
1.000927,1.357,38.63,-2.159,0.768
1.003219,2.724,60.46,-1.635,0.513
1.001615,2.787,40.61,-1.694,0.375
1.004017,2.115,61.04,-1.57,0.75
1.004874,1.55,43.48,-1.597,0.673
1.00338,1.462,72.27,-2.444,0.314
1.004123,2.84,76.37,-1.502,0.349
1.003737,2.516,77.52,-1.914,0.365
1.002411,1.737,38.08,-1.843,0.708
1.002247,2.186,67.49,-1.978,0.563
1.002156,2.268,91.63,-2.37,0.428
1.002983,1.678,56.83,-2.293,0.378
1.003567,2.02,56.82,-1.803,0.549
1.002563,2.798,75.72,-1.874,0.492
1.002551,1.574,59.44,-2.264,0.568
1.001302,2.175,37.23,-1.825,0.408
1.002083,3.127,95.83,-1.591,0.831
1.003001,3.103,49.13,-1.528,0.442
1.004128,2.009,69.5,-1.649,0.763
1.000766,1.899,77.33,-1.874,0.861
1.002881,2.502,99.16,-2.022,0.567
1.002235,1.303,63.61,-2.348,0.861
1.000675,1.783,99.08,-2.499,0.468
1.004394,1.581,87.84,-1.717,0.519
1.001686,1.79,87.59,-2.182,0.777
1.003499,1.315,61.9,-2.427,0.455
1.001303,1.351,53.04,-2.295,0.824
1.000633,1.884,92.99,-2.244,0.548
1.004049,1.31,75.78,-2.241,0.606
1.001845,2.21,79.96,-1.794,0.863
1.004353,1.932,90.39,-1.835,0.473
1.003898,1.303,86.05,-2.352,0.465
1.002025,1.595,78.54,-2.261,0.767
1.004435,2.04,86.88,-1.728,0.65
1.000937,3.544,97.75,-1.718,0.614
1.004529,1.256,65.06,-2.025,0.705
1.000654,1.276,40.3,-2.218,0.73
1.001196,2.862,76.34,-1.708,0.644
1.003807,1.956,38.05,-1.552,0.729
1.004586,1.895,84.57,-1.714,0.52
1.00065,1.513,84.31,-2.272,0.736
1.004517,1.949,99.67,-1.703,0.528
1.000576,2.947,102.9,-1.569,0.844
1.003874,2.335,78.75,-1.776,0.562
1.002842,3.518,44.59,-1.6,0.304
1.001022,2.666,62.52,-2.015,0.349
1.001949,2.657,60.7,-1.933,0.423
1.002008,2.692,67.02,-1.903,0.479
1.001364,2.143,74.85,-2.087,0.571
1.003433,1.747,35.22,-1.683,0.775
1.004673,1.418,59.1,-1.755,0.505
1.001779,3.478,97.83,-2.401,0.316
1.004721,1.435,55.98,-1.813,0.699
1.003983,2.313,78.12,-1.662,0.679
1.003747,3.006,75.1,-1.578,0.557
1.000939,1.786,72.34,-2.392,0.427
1.000613,2.087,79.87,-1.759,0.83
1.002182,2.62,67.37,-2.028,0.411
1.003628,3.564,83.76,-1.853,0.331
1.004848,1.399,68.39,-1.514,0.786
1.003865,1.85,57.63,-1.885,0.528
1.001026,1.291,35.05,-2.486,0.414
1.000659,2.37,71.02,-1.883,0.49
1.002451,1.431,59.78,-2.228,0.781
1.004459,1.737,88.82,-1.798,0.831
1.002183,3.568,52.68,-1.553,0.442
1.001966,3.037,87.63,-2.383,0.307
1.00336,1.354,40.51,-2.365,0.361
1.001199,1.865,56.12,-2.005,0.626
1.001994,1.514,58.66,-2.334,0.626
1.004174,1.313,104.36,-1.546,0.791
1.003199,1.753,40.38,-1.962,0.475
1.001637,2.031,90.4,-2.295,0.582
1.00193,1.513,87.43,-2.298,0.887
1.004495,2.595,96.2,-1.543,0.462
1.004001,1.671,61.75,-2.095,0.34
1.003314,2.187,89.36,-2.053,0.538
1.001843,1.509,39.87,-2.012,0.856
1.003657,1.256,79.19,-2.451,0.607
1.001426,3.24,101.2,-1.814,0.672
1.00325,1.473,78,-2.301,0.655
1.001472,1.87,46.87,-2.127,0.442
1.002576,2.346,42.65,-1.899,0.352
1.002876,2.453,90.55,-1.876,0.664
1.001634,2.921,84.15,-2.138,0.423
1.00495,1.263,55.18,-1.631,0.787
1.003843,1.685,90.73,-2.06,0.712
1.003394,2.347,91.77,-1.666,0.882
1.001621,2.617,62.65,-1.769,0.581
1.002997,2.761,90.1,-1.967,0.495
1.000689,1.686,65.82,-1.954,0.827
1.00414,1.361,64.7,-2.2,0.4
1.000668,1.818,102.94,-2.385,0.559
1.003872,2.404,75.98,-1.618,0.713
1.001711,3.198,69.68,-1.608,0.626
1.00128,3.024,65.98,-1.635,0.595
1.000565,2.473,100.67,-1.752,0.786
1.001925,2.878,98.02,-1.706,0.824
1.004738,1.429,77.24,-1.896,0.668
1.000839,3.569,58.15,-1.641,0.374
1.00432,2.351,44.23,-1.527,0.456
1.003422,1.464,87.8,-2.254,0.76
1.004229,2.926,82.28,-1.51,0.633
1.004283,2.359,79.21,-1.777,0.451
1.002833,2.182,43.21,-1.819,0.458
1.003897,1.824,69.36,-2.115,0.331
1.004421,1.289,50.52,-2.016,0.379
1.000736,1.407,51.71,-2.131,0.832
1.004331,1.324,80.94,-2.059,0.476
1.001647,1.47,72.78,-2.399,0.743
1.004221,2.882,61.1,-1.575,0.396
1.000623,2.335,100.96,-2.231,0.464
1.002365,2.781,72.49,-2.194,0.323
1.000821,2.434,100.83,-1.757,0.898
1.001579,1.376,42.45,-2.245,0.767
1.000567,3.378,92.14,-1.813,0.467
1.00105,3.46,71.42,-1.923,0.362
1.0023,2.609,47.65,-1.952,0.321
1.002778,1.273,37.51,-2.425,0.514
1.00431,1.546,89.78,-2.046,0.464
1.001082,2.224,78.53,-2.096,0.531
1.003067,2.403,78.88,-1.649,0.823
1.000549,1.989,80.61,-2.163,0.453
1.002592,1.929,49.97,-2.029,0.49
1.004318,1.333,94.87,-1.571,0.712
1.002988,1.652,49.34,-2.185,0.464
1.004421,1.265,43.18,-2.118,0.454
1.002782,2.6,91.08,-1.658,0.852
1.002663,1.61,45.95,-1.956,0.776
1.000612,2.181,45.58,-1.688,0.495
1.004007,2.192,89.58,-1.977,0.352
1.003603,1.942,97.27,-1.92,0.322
1.003958,1.977,75.52,-2.054,0.331
1.004159,2.2,79.81,-1.714,0.341
1.003746,1.759,74.35,-2.193,0.431
1.002144,2.239,44.9,-1.951,0.406
1.0025,2.947,75.86,-2.028,0.397
1.00247,2.883,103.15,-2.282,0.416
1.002238,3.177,53.21,-1.594,0.493
1.001791,2.865,88.9,-1.974,0.561
1.001171,2.258,97.83,-2.089,0.684
1.003096,1.598,57.66,-2.432,0.338
1.000664,2.223,103.39,-2.247,0.511
1.000873,1.832,82.33,-1.97,0.892
1.00094,2.42,99.59,-2.19,0.53
1.003078,3.131,81.18,-2.003,0.365
1.002597,1.777,73.23,-2.371,0.479
1.00279,3.306,104.19,-1.685,0.725
1.003554,1.342,66.15,-2.454,0.474
1.000783,2.365,48.23,-1.523,0.729
1.001233,2.914,67.44,-1.568,0.717
1.002146,3.144,89.37,-1.719,0.685
1.002114,2.498,91.68,-2.284,0.455
1.003665,1.791,56.72,-1.845,0.698
1.001132,1.677,101.76,-2.338,0.808
1.000603,1.738,67.81,-2.062,0.609
1.00277,1.994,72.16,-1.95,0.694
1.001961,3.192,71.12,-2.1,0.337
1.001104,1.87,78.56,-2.282,0.552
1.001814,1.985,68.15,-2.275,0.478
1.004036,3.327,102.14,-1.561,0.681
1.003879,1.952,36.48,-1.555,0.748
1.003681,3.734,103.94,-1.719,0.301
1.004416,2.581,72.89,-1.681,0.426
1.002668,3.001,70.8,-1.597,0.655
1.001461,2.717,94.04,-1.909,0.681
1.003081,2.57,96.47,-2.285,0.369
